XM_022430678.1	GO:0001541; GO:0003743; GO:0005085; GO:0005737; GO:0005851; GO:0006413; GO:0009408; GO:0009749; GO:0014003; GO:0021766; GO:0031369; GO:0042552; GO:0043434; GO:0050852; GO:1905098
XM_022430681.1	GO:0004017; GO:0005524; GO:0005634; GO:0005737; GO:0005739; GO:0005743; GO:0005758; GO:0005829; GO:0006172; GO:0036126; GO:0046033; GO:0046034; GO:0046060; GO:0097226
XM_022430682.1	
XM_022430683.1	GO:0003700; GO:0005634; GO:0006281; GO:0007049; GO:0043565
XM_022430691.1	GO:0005509; GO:0005615; GO:0005886; GO:0006954; GO:0007512; GO:0007596; GO:0009791; GO:0009897; GO:0009986; GO:0019897; GO:0022617; GO:0042802; GO:0045446; GO:0045880; GO:0046982; GO:0051260
XM_022430695.1	GO:0001018; GO:0003723; GO:0003899; GO:0005739; GO:0005759; GO:0006390; GO:0006391; GO:0007005; GO:0032991; GO:0034245; GO:0042645; GO:0043565
XM_022430701.1	NA
XM_022430707.1	GO:0003713; GO:0005634; GO:0006357; GO:0044212; GO:0051091; GO:0060612
XM_022430708.1	GO:0005524; GO:0005886; GO:0016021; GO:0046872; GO:0102485; GO:0102486; GO:0102487; GO:0102488; GO:0102489; GO:0102490; GO:0102491
XM_022430720.1	NA
XM_022430723.1	GO:0000781; GO:0005634; GO:0005737; GO:0006281; GO:0006310; GO:0030915; GO:2001022
XM_022430724.1	GO:0000781; GO:0005634; GO:0005737; GO:0006281; GO:0006310; GO:0030915; GO:2001022
XM_022430727.1	GO:0006508; GO:0008236; GO:0008239; GO:0045087
XM_022430734.1	GO:0001913; GO:0019673; GO:0042351; GO:0042802; GO:0047918; GO:0050577; GO:0050662
XM_022430739.1	NA
XM_022430743.1	
XM_022430742.1	NA
XM_022430745.1	NA
XM_022430749.1	NA
XM_022430762.1	GO:0005635; GO:0005789; GO:0006986; GO:0030433
XM_022430767.1	NA
XM_022430768.1	NA
XM_022430775.1	NA
XM_022430772.1	NA
XM_022430777.1	NA
XM_022430786.1	NA
XM_022430797.1	NA
XM_022430806.1	GO:0001766; GO:0005102; GO:0005576; GO:0005886; GO:0005887; GO:0005911; GO:0006915; GO:0007166; GO:0009897; GO:0009898; GO:0009986; GO:0030101; GO:0030887; GO:0030971; GO:0032760; GO:0032991; GO:0034113; GO:0038023; GO:0042110; GO:0042803; GO:0043621; GO:0045121; GO:0045580; GO:0046658; GO:0050900; GO:0098609; GO:1902715; GO:2000484
XM_022430811.1	NA
XM_022430818.1	NA
XM_022430822.1	GO:0002009; GO:0003338; GO:0005604; GO:0005886; GO:0007154; GO:0015031; GO:0016021; GO:0030326; GO:0043588; GO:0046872; GO:0060021; GO:0062023
XM_022430819.1	NA
XM_022430830.1	NA
XM_022430831.1	NA
XM_022430833.1	NA
XM_022430835.1	GO:0005102; GO:0005125; GO:0005164; GO:0005615; GO:0005737; GO:0005886; GO:0006915; GO:0006955; GO:0007165; GO:0010820; GO:0016021; GO:0031295; GO:0033209; GO:0042098; GO:0042110; GO:0042802; GO:0043027; GO:0043029; GO:0045663; GO:0071260; GO:1901224; GO:1901741
XM_022430837.1	GO:0000777; GO:0000973; GO:0005643; GO:0006406; GO:0006606; GO:0017056; GO:0031080; GO:0031965; GO:0034399; GO:0051292; GO:0072006
XM_022430842.1	GO:0000082; GO:0006511; GO:0008284; GO:0019901; GO:0031625; GO:0045860
XM_022430858.1	NA
XM_022430865.1	NA
XM_022430868.1	GO:0001947; GO:0003677; GO:0003723; GO:0003906; GO:0004519; GO:0004528; GO:0005634; GO:0005730; GO:0005739; GO:0005783; GO:0006284; GO:0008311; GO:0010628; GO:0016607; GO:0043066; GO:0046872; GO:0055114; GO:0060047; GO:0080111; GO:0140078
XM_022430883.1	GO:0004103; GO:0004305; GO:0005524; GO:0005829; GO:0006646; GO:0006656
XM_022430880.1	NA
XM_022430885.1	GO:0005524; GO:0005886; GO:0008234; GO:0016021; GO:0022885; GO:0030420; GO:0042626
XM_022430889.1	NA
XM_022430893.1	NA
XM_022430920.1	NA
XM_022430901.1	GO:0001654; GO:0008089; GO:0008320; GO:0030133; GO:0030168; GO:0031083; GO:0031175; GO:0032402; GO:0032438; GO:0032816; GO:0033299; GO:0035646; GO:0042493; GO:0048490; GO:0060155; GO:1904115
XM_022430906.1	NA
XM_022430907.1	GO:0000922; GO:0004843; GO:0005634; GO:0005737; GO:0006302; GO:0007049; GO:0008237; GO:0010212; GO:0031593; GO:0036459; GO:0045739; GO:0046872; GO:0051301; GO:0070531; GO:0070536; GO:0070537; GO:0070552; GO:0072425
XM_022430912.1	NA
XM_022430926.1	NA
XM_022430928.1	NA
XM_022430933.1	NA
XM_022430934.1	GO:0000126; GO:0001006; GO:0001032; GO:0005634; GO:0006352; GO:0006359; GO:0008134; GO:0034599; GO:0046872; GO:0070898
XM_022430935.1	NA
XM_022430941.1	NA
XM_022430945.1	NA
XM_022430955.1	NA
XM_022430961.1	NA
XM_022430967.1	NA
XM_022430970.1	NA
XM_022430976.1	GO:0001541; GO:0003743; GO:0005085; GO:0005737; GO:0005851; GO:0006413; GO:0009408; GO:0009749; GO:0014003; GO:0021766; GO:0031369; GO:0042552; GO:0043434; GO:0050852; GO:1905098
XM_022430979.1	GO:0000815; GO:0005771; GO:0005829; GO:0015031; GO:0031902; GO:0032509; GO:0045324
XM_022430981.1	NA
XM_022430987.1	NA
XM_022430988.1	GO:0000049; GO:0002098; GO:0002143; GO:0002144; GO:0005829; GO:0016779; GO:0032447; GO:0034227
XM_022430989.1	NA
XM_022431012.1	NA
XM_022431014.1	NA
XM_022431023.1	GO:0004739; GO:0005739; GO:0005759; GO:0006086; GO:0006096
XM_022431025.1	GO:0004739; GO:0005739; GO:0005759; GO:0006086; GO:0006096
XM_022431026.1	GO:0004738; GO:0004739; GO:0005730; GO:0005739; GO:0005759; GO:0006006; GO:0006086; GO:0006099; GO:0034604; GO:0045254; GO:0061732
XM_022431028.1	GO:0000981; GO:0003677; GO:0005634; GO:0046872
XM_022431027.1	GO:0000049; GO:0002098; GO:0002143; GO:0002144; GO:0005829; GO:0016779; GO:0032447; GO:0034227
XM_022431040.1	GO:0005635; GO:0005643; GO:0006110; GO:0006406; GO:0006409; GO:0006913; GO:0006999; GO:0016020; GO:0016032; GO:0016925; GO:0017056; GO:0019083; GO:0031965; GO:0034399; GO:0043657; GO:0044611; GO:0051292; GO:0060964; GO:0075733; GO:1900034
XM_022431082.1	GO:0004497; GO:0005506; GO:0005789; GO:0006690; GO:0016705; GO:0020037
XM_022431086.1	NA
XM_022431088.1	GO:0001913; GO:0019673; GO:0042351; GO:0042802; GO:0047918; GO:0050577; GO:0050662
XM_022431094.1	NA
XM_022431103.1	NA
XM_022431104.1	GO:0000030; GO:0004169; GO:0005783; GO:0009791; GO:0010468; GO:0016021; GO:0030154; GO:0030324; GO:0034976; GO:0035269; GO:0048286; GO:0048747; GO:0060447; GO:1901800
XM_022431111.1	GO:0002020; GO:0004252; GO:0005777; GO:0005782; GO:0005829; GO:0006508; GO:0006625; GO:0016020; GO:0016485; GO:0031998; GO:0042802; GO:0051260
XM_022431113.1	NA
XM_022431117.1	NA
XM_022431126.1	GO:0001889; GO:0001942; GO:0003007; GO:0003229; GO:0003231; GO:0003417; GO:0003690; GO:0004175; GO:0004222; GO:0005635; GO:0005637; GO:0006281; GO:0006325; GO:0006355; GO:0006925; GO:0006974; GO:0006997; GO:0006998; GO:0007346; GO:0007628; GO:0008016; GO:0008340; GO:0008360; GO:0008544; GO:0010506; GO:0010628; GO:0010629; GO:0010906; GO:0016020; GO:0016485; GO:0019216; GO:0030176; GO:0030282; GO:0030327; GO:0030500; GO:0032006; GO:0032350; GO:0032991; GO:0035264; GO:0040014; GO:0043007; GO:0043516; GO:0043969; GO:0043979; GO:0044029; GO:0044030; GO:0044255; GO:0046872; GO:0048145; GO:0048538; GO:0048739; GO:0050688; GO:0050905; GO:0051276; GO:0060307; GO:0060993; GO:0061337; GO:0061762; GO:0070302; GO:0071480; GO:0071586; GO:0072423; GO:0090239; GO:1903025; GO:1903463; GO:1903522; GO:1903799; GO:1990036; GO:1990164; GO:2000618; GO:2000730; GO:2000772
XM_022431146.1	NA
XM_022431140.1	NA
XM_022431141.1	GO:0008175; GO:0018423; GO:0030488; GO:0031591
XM_022431149.1	NA
XM_022431153.1	GO:0000922; GO:0005654; GO:0005680; GO:0005815; GO:0005829; GO:0007064; GO:0008022; GO:0010997; GO:0016567; GO:0019899; GO:0031145; GO:0031915; GO:0040020; GO:0051301; GO:0090129; GO:0090307; GO:0097027; GO:1904146; GO:1904668
XM_022431157.1	NA
XM_022431159.1	NA
XM_022431161.1	GO:0004674; GO:0005524; GO:0016055
XM_022431167.1	NA
XM_022431171.1	GO:0000079; GO:0000307; GO:0005634; GO:0005737; GO:0005813; GO:0006468; GO:0010389; GO:0016538; GO:0019901; GO:0044772; GO:0051301
XM_022431175.1	NA
XM_022431180.1	NA
XM_022431184.1	NA
XM_022431187.1	
XM_022431189.1	NA
XM_022431207.1	NA
XM_022431222.1	GO:0000139; GO:0004252; GO:0005789; GO:0008283; GO:0015031; GO:0016021; GO:0016477; GO:0019838; GO:0042058; GO:0050709; GO:0061136
XM_022431230.1	NA
XM_022431232.1	NA
XM_022431236.1	NA
XM_022431239.1	NA
XM_022431251.1	NA
XM_022431258.1	NA
XM_022431266.1	NA
XM_022431265.1	GO:0004842; GO:0005730; GO:0005737; GO:0006915; GO:0007275; GO:0046872
XM_022431268.1	NA
XM_022431269.1	NA
XM_022431283.1	GO:0000462; GO:0001829; GO:0003723; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005829; GO:0006364; GO:0007155; GO:0007565; GO:0008283; GO:0016020; GO:0030515; GO:0030688; GO:0042254; GO:0043231; GO:0045177; GO:1904749
XM_022431274.1	NA
XM_022431277.1	NA
XM_022431286.1	GO:0005737; GO:0005813; GO:0060271
XM_022431288.1	NA
XM_022431310.1	NA
XM_022431321.1	GO:0005783; GO:0005789; GO:0006505; GO:0006888; GO:0015031; GO:0016021; GO:0050185
XM_022431329.1	NA
XM_022431340.1	NA
XM_022431341.1	NA
XM_022431343.1	NA
XM_022431359.1	
XM_022431357.1	GO:0003735; GO:0005743; GO:0005763; GO:0032543
XM_022431360.1	NA
XM_022431368.1	NA
XM_022431371.1	GO:0003779; GO:0005737; GO:0005856; GO:0007010; GO:0030496
XM_022431373.1	GO:0007610; GO:0030346
XM_022431749.1	NA
XM_022431387.1	NA
XM_022431397.1	GO:0005576; GO:0030246
XM_022431401.1	GO:0005576; GO:0030246
XM_022431404.1	GO:0003094; GO:0005886; GO:0007155; GO:0007517; GO:0016020; GO:0016021; GO:0019904; GO:0030507; GO:0032991; GO:0036057; GO:0045121; GO:0051393
XM_022431407.1	GO:0000815; GO:0005771; GO:0005829; GO:0015031; GO:0031902; GO:0032509; GO:0045324
XM_022431416.1	GO:0000062; GO:0008289; GO:0016021; GO:0030242
XM_022431413.1	NA
XM_022431428.1	NA
XM_022431436.1	NA
XM_022431438.1	NA
XM_022431447.1	GO:0003727; GO:0005634; GO:0005677; GO:0006342; GO:0006349; GO:0009294; GO:0009737; GO:0009908; GO:0009965; GO:0010228; GO:0016571; GO:0018024; GO:0030154; GO:0031519; GO:0045857; GO:0048586; GO:0070734; GO:1900055
XM_022431457.1	GO:0003677; GO:0006281; GO:0008270; GO:0008833
XM_022431459.1	GO:0005746; GO:0016021
XM_022431463.1	GO:0006486; GO:0015012; GO:0030176; GO:0046872; GO:0050508; GO:0050509
XM_022431470.1	NA
XM_022431468.1	NA
XM_022431473.1	GO:0000287; GO:0004474; GO:0005739; GO:0047777; GO:0070207; GO:0106064
XM_022431486.1	GO:0000030; GO:0004169; GO:0005783; GO:0009791; GO:0010468; GO:0016021; GO:0030154; GO:0030324; GO:0034976; GO:0035269; GO:0048286; GO:0048747; GO:0060447; GO:1901800
XM_022431493.1	NA
XM_022431492.1	GO:0005783; GO:0005789; GO:0006505; GO:0006888; GO:0015031; GO:0016021; GO:0050185
XM_022431499.1	NA
XM_022431517.1	NA
XM_022431519.1	GO:0000086; GO:0000278; GO:0000776; GO:0004857; GO:0005654; GO:0005737; GO:0005813; GO:0005829; GO:0005925; GO:0006470; GO:0007098; GO:0007165; GO:0015629; GO:0019208; GO:0019901; GO:0030018; GO:0030155; GO:0031672; GO:0035507; GO:0035508; GO:0035690; GO:0043086; GO:0043292; GO:0045944; GO:0046822; GO:0071889; GO:0072357
XM_022431568.1	NA
XM_022431537.1	GO:0003735; GO:0005743; GO:0005763; GO:0032543
XM_022431547.1	GO:0003989; GO:0004075; GO:0005102; GO:0005524; GO:0005623; GO:0005737; GO:0006633; GO:0006810; GO:0009374; GO:0009743; GO:0010628; GO:0032810; GO:0040029; GO:0045893; GO:0046872; GO:0046966; GO:0050692; GO:0065008; GO:0070542; GO:0097066; GO:2001295
XM_022431557.1	NA
XM_022431559.1	GO:0004622; GO:0005576; GO:0009395
XM_022431570.1	NA
XM_022431589.1	NA
XM_022431579.1	GO:0005634; GO:0005737; GO:0007275; GO:0031398; GO:0043027; GO:0043066; GO:0043154; GO:0046872; GO:0051865; GO:0061630; GO:1990001
XM_022431588.1	NA
XM_022431615.1	NA
XM_022431616.1	NA
XM_022431618.1	NA
XM_022431623.1	GO:0004674; GO:0004712; GO:0004713; GO:0005524; GO:0005634; GO:0005654; GO:0006468; GO:0010212; GO:0016604; GO:0016607; GO:0032526; GO:0042802; GO:0043484; GO:0045721; GO:0046777
XM_022431627.1	GO:0005524; GO:0005886; GO:0010960; GO:0015095; GO:0016021; GO:0016323; GO:0022857; GO:0043231
XM_022431629.1	GO:0003746; GO:0003924; GO:0005525; GO:0005739; GO:0070125
XM_022431630.1	GO:0001701; GO:0098978; GO:0099092
XM_022431632.1	NA
XM_022431635.1	NA
XM_022431654.1	GO:0005634
XM_022431670.1	NA
XM_022431674.1	NA
XM_022431697.1	NA
XM_022431698.1	GO:0005509; GO:0005516; GO:0005543; GO:0005829; GO:0005886; GO:0007268; GO:0007528; GO:0010808; GO:0016081; GO:0016082; GO:0016188; GO:0017075; GO:0019905; GO:0019992; GO:0030054; GO:0030672; GO:0031594; GO:0035249; GO:0035556; GO:0042734; GO:0043195; GO:0045921; GO:0048786; GO:0050714; GO:0061669; GO:0061789; GO:0071333; GO:0097060; GO:0097151; GO:0098831; GO:0099525
XM_022431700.1	NA
XM_022431706.1	NA
XM_022431717.1	GO:0005198; GO:0005200; GO:0005634; GO:0005829; GO:0005856; GO:0005886; GO:0006887; GO:0006888; GO:0007010; GO:0007165; GO:0008093; GO:0009898; GO:0010638; GO:0014731; GO:0016020; GO:0016323; GO:0016529; GO:0019899; GO:0019903; GO:0030018; GO:0030507; GO:0030673; GO:0031430; GO:0042383; GO:0043194; GO:0044325; GO:0045199; GO:0045211; GO:0051117; GO:0072659
XM_022431715.1	GO:0003700; GO:0005634; GO:0005737; GO:0006355; GO:0007049; GO:0008285; GO:0010259; GO:0019216; GO:0030154; GO:0030308; GO:0042593; GO:0043565; GO:0046627
XM_022431723.1	NA
XM_022431767.1	NA
XM_022431771.1	NA
XM_022431799.1	GO:0005198; GO:0005200; GO:0005634; GO:0005829; GO:0005856; GO:0005886; GO:0006887; GO:0006888; GO:0007010; GO:0007165; GO:0008093; GO:0009898; GO:0010638; GO:0014731; GO:0016020; GO:0016323; GO:0016529; GO:0019899; GO:0019903; GO:0030018; GO:0030507; GO:0030673; GO:0031430; GO:0042383; GO:0043194; GO:0044325; GO:0045199; GO:0045211; GO:0051117; GO:0072659
XM_022431782.1	GO:0000139; GO:0000187; GO:0004435; GO:0004629; GO:0005085; GO:0005737; GO:0005829; GO:0005886; GO:0007186; GO:0007200; GO:0007265; GO:0008277; GO:0016042; GO:0017016; GO:0019899; GO:0032835; GO:0032959; GO:0045859; GO:0046578; GO:0046872; GO:0048015; GO:0051209
XM_022431791.1	NA
XM_022431805.1	GO:0005654; GO:0005798; GO:0005802; GO:0006897; GO:0008289; GO:0016020; GO:0030136; GO:0030276; GO:0048471
XM_022431807.1	NA
XM_022431810.1	NA
XM_022431820.1	NA
XM_022431824.1	NA
XM_022431832.1	GO:0000977; GO:0000978; GO:0000981; GO:0001222; GO:0001223; GO:0001228; GO:0001525; GO:0003677; GO:0003700; GO:0003707; GO:0004879; GO:0005634; GO:0005654; GO:0006355; GO:0006367; GO:0006805; GO:0006809; GO:0008013; GO:0008134; GO:0008142; GO:0008270; GO:0008589; GO:0010575; GO:0010906; GO:0019218; GO:0019221; GO:0021702; GO:0021930; GO:0030522; GO:0032922; GO:0036315; GO:0042632; GO:0042692; GO:0042753; GO:0043030; GO:0043124; GO:0043565; GO:0045599; GO:0045893; GO:0045944; GO:0046068; GO:0050728; GO:0060850; GO:0070328; GO:0071347; GO:0071356; GO:0071456; GO:0072539; GO:0098531
XM_022431850.1	NA
XM_022431838.1	NA
XM_022431839.1	NA
XM_022431842.1	NA
XM_022431845.1	GO:0005229; GO:0005886; GO:0006821; GO:0016021; GO:0017128; GO:0034220; GO:0046983; GO:0061589; GO:0061590; GO:0061591
XM_022431856.1	NA
XM_022431858.1	NA
XM_022431862.1	NA
XM_022431865.1	NA
XM_022431869.1	GO:0003723; GO:0033897; GO:0045735
XM_022431880.1	NA
XM_022431882.1	NA
XM_022431884.1	GO:0005886; GO:0006821; GO:0016021; GO:0017128; GO:0034220; GO:0046983; GO:0061589; GO:0061590; GO:0061591
XM_022431898.1	GO:0001042; GO:0004714; GO:0005524; GO:0005634; GO:0005886; GO:0007169; GO:0016021; GO:0030307; GO:0032886; GO:0035556; GO:0045727; GO:0045943; GO:0048471; GO:0070372; GO:0071363; GO:0071364; GO:0090314
XM_022431901.1	GO:0006811; GO:0006915; GO:0016021; GO:0022857
XM_022431912.1	NA
XM_022431914.1	NA
XM_022431924.1	NA
XM_022431927.1	NA
XM_022431947.1	NA
XM_022431957.1	NA
XM_022431960.1	GO:0003723; GO:0003729; GO:0005847; GO:0006378; GO:0071920; GO:0098789
XM_022431961.1	NA
XM_022431962.1	GO:0005524; GO:0005737; GO:0005739; GO:0006123; GO:0007005; GO:0016887; GO:0031966; GO:0035694
XM_022431963.1	GO:0003951; GO:0004143; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0006897; GO:0007165; GO:0007173; GO:0007205; GO:0007275; GO:0010033; GO:0015031; GO:0019932; GO:0019992; GO:0030168; GO:0031410; GO:0035556; GO:0042802; GO:0042803; GO:0046339; GO:0046486; GO:0046834; GO:0046872; GO:0046982; GO:0051260
XM_022431972.1	NA
XM_022431984.1	GO:0003700; GO:0005634; GO:0005737; GO:0006355; GO:0007049; GO:0008285; GO:0010259; GO:0019216; GO:0030154; GO:0030308; GO:0042593; GO:0043565; GO:0046627
XM_022431985.1	NA
XM_022431996.1	NA
XM_022432026.1	GO:0005634; GO:0005654; GO:0005739; GO:0005829; GO:0006281; GO:0006307; GO:0008198; GO:0008283; GO:0035552; GO:0035553; GO:0043734; GO:0051747; GO:1990930
XM_022432034.1	GO:0005635; GO:0005643; GO:0006110; GO:0006406; GO:0006409; GO:0006913; GO:0006999; GO:0016020; GO:0016032; GO:0016925; GO:0017056; GO:0019083; GO:0031965; GO:0034399; GO:0043657; GO:0044611; GO:0051292; GO:0060964; GO:0075733; GO:1900034
XM_022432042.1	NA
XM_022432045.1	NA
XM_022432047.1	GO:0006811; GO:0006915; GO:0016021; GO:0022857
XM_022432051.1	GO:0006811; GO:0006915; GO:0016021; GO:0022857
XM_022432053.1	GO:0000981; GO:0003677; GO:0005730; GO:0046872
XM_022432055.1	NA
XM_022432056.1	NA
XM_022432058.1	NA
XM_022432069.1	GO:0001501; GO:0001654; GO:0002051; GO:0002102; GO:0005737; GO:0006801; GO:0007507; GO:0010314; GO:0010628; GO:0016176; GO:0022617; GO:0030054; GO:0032266; GO:0035091; GO:0040018; GO:0042169; GO:0042995; GO:0045600; GO:0048705; GO:0051496; GO:0060348; GO:0060378; GO:0060612; GO:0070273; GO:0071800; GO:0072657; GO:0080025; GO:1904179; GO:1904888
XM_022432096.1	NA
XM_022432100.1	GO:0003677; GO:0005654; GO:0005829; GO:0007049; GO:0016020; GO:0031398; GO:0036297; GO:0070182
XM_022432103.1	NA
XM_022432116.1	NA
XM_022432118.1	GO:0000242; GO:0004672; GO:0004674; GO:0004713; GO:0005524; GO:0005634; GO:0005737; GO:0005813; GO:0006468; GO:0006974; GO:0007049; GO:0016301; GO:0023014; GO:0031098; GO:0032147; GO:0042769; GO:0046872; GO:0051301; GO:0060271; GO:0071889
XM_022432119.1	NA
XM_022432122.1	GO:0003747; GO:0005737
XM_022432130.1	NA
XM_022432135.1	NA
XM_022432141.1	NA
XM_022432143.1	NA
XM_022432145.1	NA
XM_022432147.1	NA
XM_022432152.1	NA
XM_022432148.1	NA
XM_022432161.1	NA
XM_022432164.1	NA
XM_022432168.1	NA
XM_022432175.1	GO:0004142; GO:0004307; GO:0005789; GO:0005794; GO:0006646; GO:0016021; GO:0016780; GO:0031965; GO:0046872
XM_022432173.1	NA
XM_022432177.1	NA
XM_022432314.1	NA
XM_022432182.1	NA
XM_022432188.1	NA
XM_022432230.1	NA
XM_022432201.1	GO:0004222; GO:0005615; GO:0005654; GO:0005886; GO:0007155; GO:0016021; GO:0017124; GO:0045766; GO:0046872
XM_022432209.1	GO:0005634; GO:0005737; GO:0007275; GO:0016055; GO:0031398; GO:0043027; GO:0043066; GO:0043154; GO:0045861; GO:0046872; GO:0061630; GO:0090263; GO:1990001
XM_022432211.1	GO:0005737; GO:0007275; GO:0016740; GO:0043027; GO:0043066; GO:0043154; GO:0046872; GO:0051865
XM_022432214.1	NA
XM_022432217.1	NA
XM_022432223.1	NA
XM_022432227.1	GO:0002756; GO:0004842; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0007166; GO:0007249; GO:0007283; GO:0010803; GO:0016579; GO:0016740; GO:0031398; GO:0032991; GO:0033209; GO:0034121; GO:0035666; GO:0038061; GO:0039535; GO:0042981; GO:0043027; GO:0043066; GO:0043123; GO:0043154; GO:0045088; GO:0045121; GO:0046872; GO:0050727; GO:0051291; GO:0060544; GO:0060546; GO:0061630; GO:0070424; GO:1990001; GO:2000116
