"","chr","start","end","strand","pvalue","qvalue","meth.diff"
"78864","NC_035781.1",49000883,49000883,"+",6.98932584109471e-33,2.6222101173906e-30,61.1087795870405
"81703","NC_035781.1",53358700,53358700,"+",7.38592661008781e-36,3.64894616666055e-33,56.9805289160128
"82679","NC_035781.1",53674858,53674858,"+",1.06876056119892e-26,2.062223543975e-24,68.3216494845361
"82957","NC_035781.1",54151549,54151549,"+",1.69940154342897e-18,1.23502585988051e-16,54.6332046332046
"84073","NC_035781.1",54715614,54715614,"+",3.80026880917724e-33,1.46542596702283e-30,56.4012636538873
"84136","NC_035781.1",54737384,54737384,"+",1.64239234745561e-20,1.52554404452557e-18,56.7620650953984
"84319","NC_035781.1",54790380,54790380,"+",1.53949945936751e-20,1.43638871405229e-18,61.1523506539413
"84692","NC_035781.1",56224735,56224735,"+",1.13662578230464e-25,1.93989365222286e-23,58.3225806451613
"84718","NC_035781.1",56296257,56296257,"+",7.22237719824621e-25,1.12059316251408e-22,63.1414267834793
"86662","NC_035781.1",59274789,59274789,"+",3.06628843856954e-38,1.8658769303491e-35,51.7533936651584
"86666","NC_035781.1",59274912,59274912,"+",5.33422665209681e-40,3.75943040303594e-37,61.2453531598513
"86934","NC_035781.1",59590230,59590230,"+",2.65723789691482e-18,1.88179209915626e-16,51.3275323516287
"87227","NC_035781.1",59698880,59698880,"+",1.18936229803391e-21,1.27081147874477e-19,66.4713759625042
"87331","NC_035781.1",59716718,59716718,"+",5.79958408096653e-71,6.02891906511097e-67,54.1202672605791
"87336","NC_035781.1",59717178,59717178,"+",5.14083215516673e-55,1.23325797259274e-51,56.1371073298429
"88477","NC_035782.1",3352882,3352882,"+",1.25274542232564e-18,9.22242436045411e-17,56.9444444444444
"89206","NC_035782.1",4729349,4729349,"+",3.37213228460818e-15,1.58469513310338e-13,55.3534303534303
"89853","NC_035782.1",6425689,6425689,"+",3.26669576843391e-22,3.74544690782929e-20,55.3931835491241
"91110","NC_035782.1",8707638,8707638,"+",1.03370746159824e-47,1.44078263828896e-44,52.2722044461175
"93807","NC_035782.1",15347936,15347936,"+",5.16207884232923e-32,1.78377996684368e-29,55.660303856642
"95077","NC_035782.1",19354458,19354458,"+",1.82096384754015e-33,7.17714069614156e-31,53.6017494211474
"98476","NC_035782.1",22559284,22559284,"+",7.15075295196457e-57,2.02732300361221e-53,52.5774922537654
"99137","NC_035782.1",23870429,23870429,"+",8.51285756691598e-32,2.87398683884746e-29,74.0659340659341
"100573","NC_035782.1",25351682,25351682,"+",2.4597664469958e-30,6.99758409014835e-28,52.7054985278905
"102010","NC_035782.1",29760017,29760017,"+",6.78595007521677e-31,2.09274341911476e-28,50.1901402391809
"112271","NC_035782.1",37370861,37370861,"+",2.52435962143793e-58,8.51085813372742e-55,73.6453797774552
"112273","NC_035782.1",37370873,37370873,"+",7.35937025716625e-42,6.14077678576367e-39,75.1627767204247
"112275","NC_035782.1",37370882,37370882,"+",1.28929517575192e-25,2.17931418919843e-23,68.0344827586207
"113550","NC_035782.1",40860497,40860497,"+",3.3539131264527e-86,1.04596142629387e-81,59.3705077672154
"114820","NC_035782.1",43017703,43017703,"+",2.3123235640266e-25,3.79042404902195e-23,54.4062666904041
"115319","NC_035782.1",45857196,45857196,"+",8.46392282619501e-52,1.55269671005455e-48,52.1154543173391
"116205","NC_035782.1",46793651,46793651,"+",8.29506275346447e-11,2.01160435254894e-09,58.9169000933707
"117912","NC_035782.1",48662583,48662583,"+",2.23895348009552e-34,9.68106426996011e-32,60.8333333333333
"118753","NC_035782.1",49656583,49656583,"+",4.14284224889005e-11,1.0577152952837e-09,53.7116206762534
"118963","NC_035782.1",49693131,49693131,"+",1.87537203210949e-09,3.54997971181387e-08,51.3240857503153
"119695","NC_035782.1",50390336,50390336,"+",3.77249355729199e-27,7.57810742229145e-25,50.8443113772455
"119759","NC_035782.1",50620241,50620241,"+",6.47727927354317e-34,2.65333426560526e-31,55.616550754083
"122767","NC_035782.1",53693368,53693368,"+",1.35843971280143e-30,4.02037571543722e-28,61.3897051853256
"125834","NC_035782.1",57056677,57056677,"+",1.99592282742442e-08,3.10219033545716e-07,53.2467532467533
"125850","NC_035782.1",57057399,57057399,"+",3.47639988652648e-24,5.03090726389504e-22,51.7838196286472
"126936","NC_035782.1",58675231,58675231,"+",1.22005087918505e-15,6.07082143593393e-14,52.4660253473813
"126939","NC_035782.1",58675270,58675270,"+",1.79728530637748e-33,7.09502274151894e-31,50.7915677788636
"129184","NC_035782.1",61203971,61203971,"+",2.55039283458132e-14,1.05785293227173e-12,51.4949845679012
"130962","NC_035782.1",63438237,63438237,"+",4.00900406529382e-36,2.01249103430538e-33,68.0871828236825
"131178","NC_035782.1",63514945,63514945,"+",2.91690042301386e-57,8.76793572389581e-54,50.8899987194263
"132212","NC_035782.1",64758096,64758096,"+",4.21795650020339e-62,1.94877716937146e-58,53.1891025641026
"133253","NC_035782.1",65377029,65377029,"+",7.60624663879606e-24,1.06491893779135e-21,51.6207429851971
"135108","NC_035782.1",67715553,67715553,"+",8.95931672917619e-33,3.31979614006626e-30,66.2878787878788
"140512","NC_035783.1",2891929,2891929,"+",9.155442835415e-30,2.45348564143556e-27,52.8845098856729
"140937","NC_035783.1",4336101,4336101,"+",2.09542331969692e-26,3.8753744304438e-24,63.7449079926956
"149192","NC_035783.1",16217947,16217947,"+",1.04308181719884e-27,2.26294699147945e-25,53.2319294105576
"151302","NC_035783.1",17850325,17850325,"+",5.05884087487448e-15,2.31498946047055e-13,54.9563172043011
"151628","NC_035783.1",18011471,18011471,"+",3.83880745615466e-60,1.54475100527313e-56,51.5159394664309
"153830","NC_035783.1",19526093,19526093,"+",6.98535037927819e-42,5.86793901848452e-39,50.0672109927313
"153879","NC_035783.1",19545474,19545474,"+",8.18739320852375e-17,4.75593955676891e-15,50.4852624011503
"154277","NC_035783.1",19594385,19594385,"+",8.88964468448203e-13,2.95740144392357e-11,51.4217379750199
"155052","NC_035783.1",19856041,19856041,"+",3.04308452839066e-18,2.13985453358875e-16,50.6929637526653
"157352","NC_035783.1",20710046,20710046,"+",7.42699759179713e-21,7.19597914557114e-19,61.1653272101033
"157353","NC_035783.1",20710064,20710064,"+",7.66729460929741e-28,1.67947008777034e-25,61.7194570135747
"157354","NC_035783.1",20710092,20710092,"+",1.1490087093927e-31,3.82732506211385e-29,83.9833315525163
"157370","NC_035783.1",20719352,20719352,"+",1.28236069406312e-52,2.62243186628968e-49,52.9867221244601
"158185","NC_035783.1",20844035,20844035,"+",6.67352436250411e-26,1.17417509843063e-23,70.4526315789474
"158190","NC_035783.1",20844475,20844475,"+",1.5795806408661e-55,3.94090212304083e-52,65.5899585262557
"158298","NC_035783.1",20856441,20856441,"+",5.08697893483807e-55,1.23218682504638e-51,55.1671377994895
"159211","NC_035783.1",21066969,21066969,"+",5.8442358079457e-60,2.19899914489938e-56,50.3161050641987
"159212","NC_035783.1",21066995,21066995,"+",2.45092033358069e-74,3.05740552147943e-70,54.1483516483516
"159244","NC_035783.1",21070059,21070059,"+",4.48124614682595e-37,2.46261654576235e-34,53.1645569620253
"159361","NC_035783.1",21076507,21076507,"+",1.3173168677658e-47,1.81578959993442e-44,50.4994722072037
"159396","NC_035783.1",21109546,21109546,"+",2.24344601775389e-46,2.7303329434744e-43,53.8412112432533
"159403","NC_035783.1",21111799,21111799,"+",2.913435696093e-22,3.36204555487501e-20,66.5147025302029
"159719","NC_035783.1",22397442,22397442,"+",5.82318779711777e-20,5.05859845510467e-18,50.8986415882968
"160023","NC_035783.1",23130126,23130126,"+",2.29193775899788e-23,3.04157700812679e-21,53.9158950617284
"162103","NC_035783.1",26360834,26360834,"+",1.13808937259834e-35,5.52417076660795e-33,65.7971014492754
"163085","NC_035783.1",29749415,29749415,"+",7.89733540227734e-16,4.02350296172505e-14,57.6054041462847
"163355","NC_035783.1",30386526,30386526,"+",1.38465536881228e-11,3.8244019420092e-10,52.3529411764706
"163735","NC_035783.1",30742308,30742308,"+",2.20760544015602e-33,8.64641088267375e-31,52.4360442917144
"164544","NC_035783.1",32197765,32197765,"+",7.41968224869193e-18,4.97350758215357e-16,55.2380952380952
"165265","NC_035783.1",32580031,32580031,"+",6.48735933650215e-34,2.65333426560526e-31,62.6811594202899
"167877","NC_035783.1",36262748,36262748,"+",1.31386909689672e-17,8.49436983262407e-16,57.3809523809524
"168406","NC_035783.1",36586660,36586660,"+",1.76007283315121e-20,1.62939251311107e-18,52.516838000709
"171461","NC_035783.1",45068803,45068803,"+",4.04402880429213e-47,5.22770145250712e-44,52.6878483618496
"173941","NC_035783.1",46125339,46125339,"+",4.32890841528329e-29,1.08002110958293e-26,51.7758631376681
"174612","NC_035783.1",47273230,47273230,"+",5.17200654480188e-61,2.15061000427039e-57,56.7901322236582
"182760","NC_035783.1",57926773,57926773,"+",2.18565558787661e-24,3.22471966713485e-22,65.9069325735992
"182801","NC_035783.1",57931741,57931741,"+",4.75707646943025e-13,1.64588119596346e-11,50.830889540567
"182945","NC_035783.1",58186424,58186424,"+",1.43910080777552e-43,1.38093016148764e-40,60.3241822429907
"184858","NC_035784.1",1992224,1992224,"+",2.43810254255254e-36,1.25678344717638e-33,61.0573042776433
"185577","NC_035784.1",2333164,2333164,"+",1.03524753196192e-30,3.11937590617162e-28,57.8792650918635
"185578","NC_035784.1",2333299,2333299,"+",2.91088194297029e-27,5.94788789570493e-25,63.8782051282051
"186377","NC_035784.1",3040123,3040123,"+",1.89459273127565e-24,2.81526328777828e-22,50.1308933790825
"187350","NC_035784.1",3631156,3631156,"+",2.51411925232572e-17,1.56499158699726e-15,50.0674763832659
"188893","NC_035784.1",7656221,7656221,"+",9.32057002554508e-41,6.94147098973169e-38,54.654295532646
"189013","NC_035784.1",7825972,7825972,"+",7.68286614955733e-36,3.7881450194494e-33,56.7104836092178
"194260","NC_035784.1",14145240,14145240,"+",4.1025449654353e-10,8.76173258877228e-09,54.649947753396
"198521","NC_035784.1",21869175,21869175,"+",1.13766257142529e-20,1.07717607061306e-18,51.7746913580247
"199388","NC_035784.1",25138821,25138821,"+",7.6086972418233e-18,5.08790391070383e-16,50.0147928994083
"200154","NC_035784.1",26800340,26800340,"+",2.74201242216758e-23,3.62344166891098e-21,66.6223908918406
"200169","NC_035784.1",26845665,26845665,"+",1.30440994922808e-14,5.63236007731456e-13,59.2013888888889
"202409","NC_035784.1",32778720,32778720,"+",1.97943180116512e-35,9.37095331770605e-33,51.8620877129395
"202805","NC_035784.1",34072924,34072924,"+",5.99151508112212e-23,7.55343869834931e-21,51.7012532003773
"204715","NC_035784.1",36745879,36745879,"+",8.702726202171e-30,2.3498340654033e-27,63.4058704453441
"204809","NC_035784.1",36788437,36788437,"+",1.81800661334432e-20,1.67866470951665e-18,51.1450381679389
"205194","NC_035784.1",36957812,36957812,"+",3.3563161889125e-40,2.39248194874036e-37,50.2112834766931
"207018","NC_035784.1",38226016,38226016,"+",7.08812480562087e-41,5.3265636194071e-38,54.1180956531213
"207688","NC_035784.1",39858401,39858401,"+",1.37152629634892e-34,6.02434242655161e-32,57.6592167721519
"209688","NC_035784.1",42036909,42036909,"+",7.37952705567746e-64,4.28167717848386e-60,56.0277017783858
"214091","NC_035784.1",45667413,45667413,"+",1.19508473832729e-21,1.27583300910481e-19,56.4808743169399
"214721","NC_035784.1",45928234,45928234,"+",2.62534325330101e-49,4.09373718131761e-46,50.0683526999316
"216392","NC_035784.1",46805445,46805445,"+",1.45974749063707e-47,2.00106039140664e-44,70.8438196071625
"218815","NC_035784.1",49941161,49941161,"+",6.27049657096272e-14,2.46599735659435e-12,52.9237288135593
"218879","NC_035784.1",49990877,49990877,"+",2.06663273209761e-17,1.30137565707763e-15,51.7558580396544
"219022","NC_035784.1",50085313,50085313,"+",5.32742252981583e-35,2.42102149263698e-32,50.7468553459119
"219830","NC_035784.1",50724128,50724128,"+",3.63775048016898e-22,4.14611163588639e-20,53.4308394954328
"220431","NC_035784.1",51552242,51552242,"+",3.26054651644789e-27,6.60824587961912e-25,53.8568823087652
"221104","NC_035784.1",52580951,52580951,"+",6.65800498561521e-09,1.14141988178668e-07,50.7936507936508
"221141","NC_035784.1",52582703,52582703,"+",3.74685704415873e-22,4.26073326266542e-20,60.3361344537815
"221223","NC_035784.1",52601241,52601241,"+",1.06432155373006e-30,3.20311235788931e-28,51.9230769230769
"223067","NC_035784.1",53283229,53283229,"+",1.68577594566493e-21,1.76567977248336e-19,55.8994599085999
"223201","NC_035784.1",53329760,53329760,"+",6.14135095409736e-24,8.69091395854605e-22,50.4058797718298
"223796","NC_035784.1",53515950,53515950,"+",4.93279479018329e-15,2.26145712100556e-13,50.5649717514124
"225111","NC_035784.1",54347059,54347059,"+",6.51866150359038e-80,1.35528624361116e-75,72.5568436951463
"225719","NC_035784.1",55104963,55104963,"+",1.74985880503073e-38,1.09691703588134e-35,52.0612363985858
"226312","NC_035784.1",55379467,55379467,"+",2.16784062131122e-17,1.3582507094579e-15,57.0766032304494
"227022","NC_035784.1",57133704,57133704,"+",7.47277759712178e-40,5.19327660727017e-37,57.5700204351485
"227702","NC_035784.1",57514693,57514693,"+",4.58316273408391e-37,2.51308818090003e-34,53.8690476190476
"228992","NC_035784.1",58701602,58701602,"+",3.56794170673084e-36,1.80561301826549e-33,53.1484962406015
"229482","NC_035784.1",59002732,59002732,"+",3.90996234488227e-29,9.79415748200243e-27,54.9924242424243
"229586","NC_035784.1",59129087,59129087,"+",5.70596413788191e-66,3.74627183736898e-62,69.4449478344164
"230262","NC_035784.1",59679679,59679679,"+",1.10621814663072e-61,4.9284073635665e-58,61.6812578166875
"231510","NC_035784.1",60464772,60464772,"+",2.07950122995767e-53,4.59128851384651e-50,60.2624363493929
"231520","NC_035784.1",60466859,60466859,"+",1.77151560938311e-31,5.78502807786484e-29,51.8230544095349
"232301","NC_035784.1",61208184,61208184,"+",3.88742740995457e-39,2.58633556049948e-36,52.5581395348837
"232598","NC_035784.1",61728079,61728079,"+",6.24872014904031e-12,1.81807080433758e-10,58.9783281733746
"236138","NC_035784.1",65591167,65591167,"+",1.57479564990788e-10,3.63523688912459e-09,52.0009643201543
"240269","NC_035784.1",67990333,67990333,"+",1.93261416173963e-16,1.06580169776e-14,53.5967399007796
"240278","NC_035784.1",67991199,67991199,"+",8.44757161676652e-104,1.05379402791366e-98,65.068530806088
"245422","NC_035784.1",76218383,76218383,"+",5.35528077919722e-25,8.42959725773957e-23,63.8339920948617
"246936","NC_035784.1",79293415,79293415,"+",1.39460526131832e-45,1.58154831874172e-42,55.1282051282051
"247686","NC_035784.1",79841167,79841167,"+",5.63990812562758e-51,9.63769148639438e-48,51.3280145815151
"248638","NC_035784.1",81784752,81784752,"+",4.74747850642396e-12,1.41022780181074e-10,51.7203107658158
"249172","NC_035784.1",82101046,82101046,"+",1.35625030516742e-36,7.16888636898602e-34,51.1034482758621
"254215","NC_035784.1",87735301,87735301,"+",1.51315370158068e-62,7.40230055652151e-59,55.2893518518519
"254314","NC_035784.1",87874189,87874189,"+",1.28880163234608e-14,5.56785523778278e-13,52.3349436392915
"254825","NC_035784.1",88305441,88305441,"+",5.28762076437487e-17,3.14772283683205e-15,52.9237288135593
"255096","NC_035784.1",89193227,89193227,"+",5.44190922994956e-25,8.55516151563526e-23,60.7658157602664
"255292","NC_035784.1",89588290,89588290,"+",3.60610025985669e-09,6.4935937267546e-08,52.1505376344086
"255888","NC_035784.1",90812485,90812485,"+",2.99231120342108e-17,1.84790329494097e-15,51.1895321173672
"258776","NC_035784.1",94932868,94932868,"+",3.89416623224716e-23,5.04704990485111e-21,51.7418394137701
"259517","NC_035784.1",96107107,96107107,"+",1.68145047901026e-47,2.27992260533805e-44,53.4160411453989
"260163","NC_035784.1",96552801,96552801,"+",6.84769561146376e-18,4.60991458405232e-16,50.0833333333333
"260734","NC_035784.1",97120641,97120641,"+",3.1453443297796e-50,5.162718603177e-47,54.5974765974766
"260976","NC_035784.1",97250746,97250746,"+",1.89633001080813e-09,3.5877465730679e-08,52.1881287726358
"262226","NC_035785.1",4685166,4685166,"+",8.43937012014634e-35,3.80061707783722e-32,74.0215053763441
"262343","NC_035785.1",4744968,4744968,"+",3.99786973867451e-37,2.21159675477341e-34,60.8271397746344
"263740","NC_035785.1",12703932,12703932,"+",6.22713023405873e-30,1.70351890143369e-27,56.1190476190476
"264068","NC_035785.1",14156208,14156208,"+",1.64640047237861e-22,1.96724673882208e-20,64.4927536231884
"264449","NC_035785.1",14351205,14351205,"+",9.69116616732826e-42,8.03273409538012e-39,54.0512456598322
"264616","NC_035785.1",14598067,14598067,"+",7.51434239063208e-22,8.21540893574378e-20,55.8558558558559
"265769","NC_035785.1",16944853,16944853,"+",4.91287522400122e-18,3.36642467628716e-16,59.3941717791411
"265899","NC_035785.1",17356835,17356835,"+",3.93036328789287e-41,3.02650594049988e-38,58.6745689655172
"266958","NC_035785.1",29830588,29830588,"+",2.81967693791734e-42,2.45972845630911e-39,54.4203235944593
"267223","NC_035785.1",31238803,31238803,"+",1.15149582257922e-18,8.51473497409978e-17,59.6476816356334
"269332","NC_035785.1",33207618,33207618,"+",9.75452024171119e-48,1.36722426759821e-44,51.3123359580052
"276013","NC_035785.1",43783768,43783768,"+",2.04575339441277e-68,1.59498700293459e-64,55.6698564593301
"280809","NC_035786.1",8624214,8624214,"+",2.41710871636088e-20,2.19448846526367e-18,60.4520547945206
"281149","NC_035786.1",9998395,9998395,"+",2.29224214690257e-21,2.36906553185238e-19,52.7522154055896
"281267","NC_035786.1",11897415,11897415,"+",9.26399062807751e-16,4.68248939389297e-14,56.2288073123987
"281444","NC_035786.1",13808096,13808096,"+",8.57004436976508e-43,7.77506848166136e-40,63.8273651414991
"282928","NC_035786.1",18065666,18065666,"+",9.45766904796323e-15,4.15275901453144e-13,50.3887510339123
"284527","NC_035786.1",29945222,29945222,"+",2.26637507121209e-13,8.25337661981906e-12,54.038882803943
"284990","NC_035786.1",33053639,33053639,"+",5.7475139013037e-21,5.64102897507512e-19,50.709219858156
"285194","NC_035786.1",33817806,33817806,"+",3.83947429095481e-34,1.61264645143613e-31,55.107230874102
"285549","NC_035786.1",34109668,34109668,"+",7.33628526835859e-38,4.30666535472575e-35,66.0388332140301
"287158","NC_035786.1",38653052,38653052,"+",3.95108093833925e-35,1.81205290386507e-32,53.4679312901631
"287920","NC_035786.1",40104349,40104349,"+",2.89979953323166e-31,9.29912798434629e-29,62.3566391980291
"288489","NC_035786.1",41491820,41491820,"+",1.07491472851122e-22,1.31011680471542e-20,50.8469387755102
"289015","NC_035786.1",42414570,42414570,"+",2.22618907718823e-30,6.35483766977145e-28,56.1601415616014
"289322","NC_035786.1",42515700,42515700,"+",4.67008072690838e-19,3.62972064628559e-17,52.1265851195152
"289487","NC_035786.1",42548091,42548091,"+",6.36718612344466e-27,1.25776075893797e-24,50.3655978423734
"289891","NC_035786.1",42612850,42612850,"+",1.37380825421961e-15,6.77911345766004e-14,56.9444444444444
"293774","NC_035786.1",50905233,50905233,"+",1.86696992413504e-38,1.16447770175933e-35,50.5766884773206
"296581","NC_035786.1",57121447,57121447,"+",1.14693773171306e-27,2.46893837872541e-25,56.4992566737767
"297303","NC_035787.1",2052511,2052511,"+",8.6028841235933e-29,2.08382236495929e-26,55
"298310","NC_035787.1",8607356,8607356,"+",3.91801438750683e-57,1.15000822655905e-53,50.7922940364258
"299743","NC_035787.1",14736344,14736344,"+",9.45247197193731e-71,9.07038865945857e-67,56.7614719249377
"300311","NC_035787.1",18018537,18018537,"+",5.42508505237036e-57,1.57384495542958e-53,52.9734077313628
"301878","NC_035787.1",26805834,26805834,"+",1.71850851874559e-27,3.59992766321338e-25,67.1969696969697
"305535","NC_035787.1",36929768,36929768,"+",4.63012179214093e-25,7.32511703663613e-23,58.9304029304029
"306881","NC_035787.1",40995377,40995377,"+",3.55426488137567e-48,5.1257513371158e-45,69.1246958188924
"306907","NC_035787.1",41010274,41010274,"+",1.3525052122874e-30,4.00756617435077e-28,52.8357331766089
"307240","NC_035787.1",42603399,42603399,"+",1.00297407367029e-17,6.58506333900133e-16,57.2930866601753
"308489","NC_035787.1",44016222,44016222,"+",4.62485470414356e-39,3.05253139884904e-36,70.3349833083919
"308536","NC_035787.1",44144693,44144693,"+",7.83820512484769e-20,6.69711288886922e-18,50.4798540609137
"309418","NC_035787.1",45654371,45654371,"+",4.78138776075404e-15,2.19648382306088e-13,52.7235564639755
"310528","NC_035787.1",47281093,47281093,"+",2.8342292164875e-25,4.59462633115388e-23,50.9390629784628
"315502","NC_035787.1",53514334,53514334,"+",7.47658204568205e-19,5.65939161231323e-17,52.3915697828741
"315562","NC_035787.1",53528805,53528805,"+",7.29873176496525e-33,2.73417948502058e-30,63.8886075949367
"315750","NC_035787.1",54652600,54652600,"+",1.03036394491181e-26,1.99275904592799e-24,60.7785393017777
"316284","NC_035787.1",55858948,55858948,"+",1.87981931766057e-24,2.79664210546268e-22,50.5384859043396
"316405","NC_035787.1",55930619,55930619,"+",3.05422059431866e-23,4.00840994268851e-21,52.3070987654321
"316622","NC_035787.1",56264363,56264363,"+",8.08610030400708e-11,1.96474915461429e-09,63.0371297455152
"317782","NC_035787.1",59175631,59175631,"+",5.29324017028666e-11,1.3271154946917e-09,62.9644268774704
"322245","NC_035787.1",61702195,61702195,"+",1.61354232592771e-14,6.8755478536635e-13,52.6436781609195
