"","chr","start","end","strand","pvalue","qvalue","meth.diff"
"38937","NC_035780.1",60359487,60359487,"+",5.48093148609015e-107,1.3674398109824e-101,65.5254490247543
"39111","NC_035780.1",60587462,60587462,"+",3.47772908122361e-43,3.23753743887142e-40,-74.1221174004193
"40518","NC_035780.1",62750218,62750218,"+",4.55944265357327e-51,7.89956381832671e-48,53.6949479029857
"40630","NC_035780.1",62782869,62782869,"+",2.82198241639172e-18,1.99111293342898e-16,-50.4156010230179
"42110","NC_035781.1",275905,275905,"+",1.37738219756852e-17,8.88886810629668e-16,53.7047222440481
"42764","NC_035781.1",631437,631437,"+",2.43627110549684e-42,2.13272372793813e-39,-60.7191644074564
"42780","NC_035781.1",631900,631900,"+",2.63764129012244e-48,3.84834029933509e-45,-57.7343905734346
"43494","NC_035781.1",783410,783410,"+",3.40357154006391e-29,8.60342896363692e-27,-50.283243887895
"44848","NC_035781.1",1874188,1874188,"+",4.86980778688703e-16,2.54604005102588e-14,-51.5508021390374
"44999","NC_035781.1",2169469,2169469,"+",3.44002082074853e-17,2.10976446528012e-15,-58.130081300813
"45114","NC_035781.1",2277405,2277405,"+",2.38469787846999e-57,7.53112958498445e-54,57.4353123861134
"45482","NC_035781.1",2383029,2383029,"+",5.43557258711535e-43,4.98574706231746e-40,67.0758928571429
"45736","NC_035781.1",2454891,2454891,"+",7.11265828383862e-52,1.31447406595276e-48,-50.6016042780749
"49020","NC_035781.1",5035160,5035160,"+",3.88147916576505e-19,3.04717371095384e-17,-51.6328828828829
"49443","NC_035781.1",5386448,5386448,"+",6.31432273508759e-24,8.92051489478204e-22,50.5489679402723
"50288","NC_035781.1",5648772,5648772,"+",5.90535508870308e-60,2.19899914489938e-56,-55.2253302253302
"50294","NC_035781.1",5652042,5652042,"+",9.99641087717148e-28,2.17437540427149e-25,63.4633911368015
"50972","NC_035781.1",5928087,5928087,"+",7.46696649540333e-17,4.35978583640143e-15,52.176220806794
"52118","NC_035781.1",7609506,7609506,"+",1.45384551359983e-52,2.94894719187276e-49,57.4661246612466
"52190","NC_035781.1",7626511,7626511,"+",3.52747736574691e-12,1.06830754215049e-10,-56.0918060918061
"52850","NC_035781.1",8787456,8787456,"+",1.04439761822674e-38,6.68120983974933e-36,55.7665710912464
"53358","NC_035781.1",9369564,9369564,"+",5.88581314270141e-30,1.6136856033834e-27,51.9350462815193
"54355","NC_035781.1",10383011,10383011,"+",1.23306040539502e-57,3.94406075318241e-54,-58.7995327522689
"54421","NC_035781.1",10427420,10427420,"+",7.08478564718903e-55,1.66753399401589e-51,56.3683502095506
"54427","NC_035781.1",10427643,10427643,"+",4.04392645431604e-70,3.60328873213209e-66,63.578481266577
"54454","NC_035781.1",10430445,10430445,"+",3.8020179096122e-21,3.81410126432649e-19,-52.0833333333333
"56346","NC_035781.1",13033011,13033011,"+",3.44025073627788e-85,9.53677273549183e-81,-63.7391551699616
"56812","NC_035781.1",13281050,13281050,"+",1.0700218435283e-21,1.15267781551784e-19,-51.4929742388759
"60548","NC_035781.1",20126030,20126030,"+",3.03566919628151e-11,7.93224061911689e-10,-52.370820668693
"60695","NC_035781.1",20200245,20200245,"+",3.19495686766719e-25,5.1626365272406e-23,-68.60982016569
"61196","NC_035781.1",20620124,20620124,"+",6.20264952061915e-42,5.24576791532301e-39,57.7653631284916
"63500","NC_035781.1",22439770,22439770,"+",7.04523840906674e-52,1.31173087853659e-48,53.8431991220248
"64026","NC_035781.1",22901073,22901073,"+",1.09193667808556e-68,9.08092410007005e-65,54.5212067328093
"64504","NC_035781.1",23710327,23710327,"+",8.42454066830098e-28,1.83888193804831e-25,-54.5717994385245
"64876","NC_035781.1",24354116,24354116,"+",1.41588266238921e-39,9.67805856200782e-37,-51.774584810599
"65154","NC_035781.1",24474568,24474568,"+",3.45344020244e-08,5.11578311029646e-07,53.0612244897959
"66748","NC_035781.1",28525220,28525220,"+",3.44255838976761e-18,2.40702064011697e-16,50.6208425720621
"66777","NC_035781.1",28992819,28992819,"+",4.65879615365645e-22,5.24278274568167e-20,52.9083204930662
"66809","NC_035781.1",29126964,29126964,"+",1.16075549193079e-18,8.58066241996831e-17,51.989247311828
"66957","NC_035781.1",29178319,29178319,"+",7.18676478983721e-22,7.88491139472222e-20,-55.3841991341991
"67280","NC_035781.1",29385293,29385293,"+",4.06393263338884e-33,1.56467931280426e-30,56.0455530307034
"67959","NC_035781.1",29765550,29765550,"+",2.37395591462527e-12,7.37858752104105e-11,-51.3917262512768
"68527","NC_035781.1",30062223,30062223,"+",1.06788601261376e-18,7.92702507456419e-17,60.7400194741967
"68661","NC_035781.1",30153251,30153251,"+",1.01820286775486e-61,4.61876081584103e-58,51.1417982673559
"69374","NC_035781.1",30488985,30488985,"+",1.10686794925034e-43,1.07872239014781e-40,51.8600237247924
"70088","NC_035781.1",30789624,30789624,"+",1.40822393607859e-27,2.98005737302864e-25,-57.1975318284777
"70113","NC_035781.1",30803514,30803514,"+",7.74000673378314e-38,4.53299860865493e-35,-54.6637074489976
"70252","NC_035781.1",30827586,30827586,"+",1.84910671195746e-26,3.46087307336901e-24,55.2655677655678
"70720","NC_035781.1",31150011,31150011,"+",2.93169825135558e-09,5.36475415325838e-08,53.5142118863049
"71265","NC_035781.1",32146060,32146060,"+",9.57434655560303e-38,5.54224498974535e-35,52.2772153480815
"73666","NC_035781.1",37444182,37444182,"+",4.17574291593903e-27,8.34781880822501e-25,56.4884302689181
"74257","NC_035781.1",39583209,39583209,"+",2.1210531460624e-07,2.64031841475996e-06,-50.2747252747253
"77096","NC_035781.1",42529449,42529449,"+",3.9538549269496e-21,3.95370285868455e-19,-50.6981032665964
"77396","NC_035781.1",43054123,43054123,"+",8.7163069639327e-30,2.35095669856406e-27,-60.0945906000591
"77656","NC_035781.1",43382431,43382431,"+",3.15330838737188e-11,8.21211047629859e-10,52.2161172161172
"77699","NC_035781.1",43563162,43563162,"+",5.98098273802582e-19,4.58432503799921e-17,56.3768115942029
"77783","NC_035781.1",44165243,44165243,"+",2.31679815285738e-17,1.44613186699136e-15,-53.4722222222222
"77942","NC_035781.1",45110113,45110113,"+",8.03046323914113e-94,5.00880879541232e-89,73.0210997442455
"77943","NC_035781.1",45110204,45110204,"+",2.89208324660839e-13,1.03566386926196e-11,-51.2636100289681
"78365","NC_035781.1",47215728,47215728,"+",1.32841491130614e-22,1.60808720502215e-20,52.0504385964912
"78385","NC_035781.1",47331063,47331063,"+",1.16986758240376e-16,6.63946168807289e-15,-56.1057692307692
"78864","NC_035781.1",49000883,49000883,"+",6.98932584109471e-33,2.6222101173906e-30,61.1087795870405
"79213","NC_035781.1",49178843,49178843,"+",8.49226784648732e-21,8.16784632320528e-19,-51.1500754147813
"79557","NC_035781.1",50711255,50711255,"+",2.14225272409355e-80,4.85883179718869e-76,-71.93893037091
"81703","NC_035781.1",53358700,53358700,"+",7.38592661008781e-36,3.64894616666055e-33,56.9805289160128
"81705","NC_035781.1",53358849,53358849,"+",5.12212749173773e-24,7.28575631391166e-22,-55.9090909090909
"81719","NC_035781.1",53364502,53364502,"+",2.18518927180629e-55,5.3449387679187e-52,-58.8854149688088
"81763","NC_035781.1",53374026,53374026,"+",3.68690012528901e-25,5.91540965861716e-23,-57.1625978811608
"82679","NC_035781.1",53674858,53674858,"+",1.06876056119892e-26,2.062223543975e-24,68.3216494845361
"82957","NC_035781.1",54151549,54151549,"+",1.69940154342897e-18,1.23502585988051e-16,54.6332046332046
"84073","NC_035781.1",54715614,54715614,"+",3.80026880917724e-33,1.46542596702283e-30,56.4012636538873
"84081","NC_035781.1",54716977,54716977,"+",1.24609225178817e-10,2.93014193562908e-09,-52.4872698785742
"84136","NC_035781.1",54737384,54737384,"+",1.64239234745561e-20,1.52554404452557e-18,56.7620650953984
"84319","NC_035781.1",54790380,54790380,"+",1.53949945936751e-20,1.43638871405229e-18,61.1523506539413
"84692","NC_035781.1",56224735,56224735,"+",1.13662578230464e-25,1.93989365222286e-23,58.3225806451613
"84718","NC_035781.1",56296257,56296257,"+",7.22237719824621e-25,1.12059316251408e-22,63.1414267834793
"86019","NC_035781.1",57902072,57902072,"+",9.15133191850993e-56,2.35378298748132e-52,-51.1238558683814
"86662","NC_035781.1",59274789,59274789,"+",3.06628843856954e-38,1.8658769303491e-35,51.7533936651584
"86666","NC_035781.1",59274912,59274912,"+",5.33422665209681e-40,3.75943040303594e-37,61.2453531598513
"86934","NC_035781.1",59590230,59590230,"+",2.65723789691482e-18,1.88179209915626e-16,51.3275323516287
"87062","NC_035781.1",59605797,59605797,"+",3.9740455003877e-31,1.25983000961458e-28,-53.5464535464535
"87212","NC_035781.1",59696863,59696863,"+",3.27228026708014e-26,5.94529575406234e-24,-51.6698422779718
"87227","NC_035781.1",59698880,59698880,"+",1.18936229803391e-21,1.27081147874477e-19,66.4713759625042
"87331","NC_035781.1",59716718,59716718,"+",5.79958408096653e-71,6.02891906511097e-67,54.1202672605791
"87336","NC_035781.1",59717178,59717178,"+",5.14083215516673e-55,1.23325797259274e-51,56.1371073298429
"87486","NC_035781.1",59742650,59742650,"+",2.11141225960939e-27,4.36073756412092e-25,-65.0485436893204
"88477","NC_035782.1",3352882,3352882,"+",1.25274542232564e-18,9.22242436045411e-17,56.9444444444444
"88764","NC_035782.1",4508266,4508266,"+",1.10308142583608e-11,3.08875679709661e-10,-50.5148741418764
"89206","NC_035782.1",4729349,4729349,"+",3.37213228460818e-15,1.58469513310338e-13,55.3534303534303
"89784","NC_035782.1",6260448,6260448,"+",5.62231929676765e-31,1.75778786089564e-28,-54.2799776343212
"89853","NC_035782.1",6425689,6425689,"+",3.26669576843391e-22,3.74544690782929e-20,55.3931835491241
"89916","NC_035782.1",6675420,6675420,"+",1.51330661821479e-25,2.52883777371349e-23,-50.4761904761905
"89927","NC_035782.1",6685344,6685344,"+",1.77378816179684e-24,2.64995883334597e-22,-68.4149184149184
"89928","NC_035782.1",6685350,6685350,"+",1.02457291537081e-27,2.22472681135525e-25,-50.228851010101
"89945","NC_035782.1",6686536,6686536,"+",2.92550600176004e-50,4.83367996292542e-47,-55.3776940782591
"90667","NC_035782.1",6897407,6897407,"+",1.27939257985638e-35,6.17400718906506e-33,-53.6407192712647
"91110","NC_035782.1",8707638,8707638,"+",1.03370746159824e-47,1.44078263828896e-44,52.2722044461175
"93598","NC_035782.1",15147633,15147633,"+",5.90077749005831e-46,6.94428000069417e-43,-68.4925767851064
"93600","NC_035782.1",15148527,15148527,"+",1.60036347398969e-25,2.66895273888497e-23,-50.0434782608696
"93779","NC_035782.1",15285001,15285001,"+",9.62300616328891e-25,1.47835449246444e-22,-54.1284403669725
"93807","NC_035782.1",15347936,15347936,"+",5.16207884232923e-32,1.78377996684368e-29,55.660303856642
"95077","NC_035782.1",19354458,19354458,"+",1.82096384754015e-33,7.17714069614156e-31,53.6017494211474
"96066","NC_035782.1",20856834,20856834,"+",3.31297619663273e-36,1.67999140218321e-33,-59.3838754008246
"98264","NC_035782.1",22251781,22251781,"+",5.4011756345858e-30,1.4906432426615e-27,-53.3473568684836
"98476","NC_035782.1",22559284,22559284,"+",7.15075295196457e-57,2.02732300361221e-53,52.5774922537654
"98538","NC_035782.1",22569028,22569028,"+",2.90337225093711e-23,3.82653732681455e-21,-50.1156236450354
"99137","NC_035782.1",23870429,23870429,"+",8.51285756691598e-32,2.87398683884746e-29,74.0659340659341
"100573","NC_035782.1",25351682,25351682,"+",2.4597664469958e-30,6.99758409014835e-28,52.7054985278905
"100709","NC_035782.1",26339742,26339742,"+",9.61415661687116e-56,2.44759165188868e-52,-59.5431742170873
"100711","NC_035782.1",26344077,26344077,"+",7.38636513830105e-12,2.12454141427793e-10,-51.313535122787
"102010","NC_035782.1",29760017,29760017,"+",6.78595007521677e-31,2.09274341911476e-28,50.1901402391809
"106181","NC_035782.1",34280755,34280755,"+",4.87406131722199e-10,1.02731395400137e-08,-50.3968253968254
"107849","NC_035782.1",34498894,34498894,"+",6.09478805265885e-32,2.09447814572794e-29,-55.0220750551876
"107850","NC_035782.1",34498896,34498896,"+",2.66880814384858e-46,3.23224282580147e-43,-71.5532178217822
"111251","NC_035782.1",35693356,35693356,"+",4.99878801435817e-31,1.57071743251202e-28,-55.8318425760286
"112271","NC_035782.1",37370861,37370861,"+",2.52435962143793e-58,8.51085813372742e-55,73.6453797774552
"112273","NC_035782.1",37370873,37370873,"+",7.35937025716625e-42,6.14077678576367e-39,75.1627767204247
"112275","NC_035782.1",37370882,37370882,"+",1.28929517575192e-25,2.17931418919843e-23,68.0344827586207
"112347","NC_035782.1",37843186,37843186,"+",9.31676151175303e-45,9.89124508049083e-42,-55.525050305242
"113550","NC_035782.1",40860497,40860497,"+",3.3539131264527e-86,1.04596142629387e-81,59.3705077672154
"114440","NC_035782.1",41847824,41847824,"+",2.44635255946304e-43,2.28592317784909e-40,-50.5890022240969
"114820","NC_035782.1",43017703,43017703,"+",2.3123235640266e-25,3.79042404902195e-23,54.4062666904041
"115174","NC_035782.1",45180769,45180769,"+",7.13839367386188e-32,2.43234558487614e-29,-62.4988105433438
"115319","NC_035782.1",45857196,45857196,"+",8.46392282619501e-52,1.55269671005455e-48,52.1154543173391
"116205","NC_035782.1",46793651,46793651,"+",8.29506275346447e-11,2.01160435254894e-09,58.9169000933707
"117912","NC_035782.1",48662583,48662583,"+",2.23895348009552e-34,9.68106426996011e-32,60.8333333333333
"118067","NC_035782.1",48688411,48688411,"+",1.3455649858059e-26,2.54901709925083e-24,-58.6345381526104
"118068","NC_035782.1",48688414,48688414,"+",2.49551011097302e-28,5.77556424743572e-26,-56.0606060606061
"118540","NC_035782.1",49571337,49571337,"+",2.47977982839968e-25,4.04896119972957e-23,-58.6215022091311
"118566","NC_035782.1",49575757,49575757,"+",4.81909358882773e-29,1.1963359269504e-26,-61.1528822055138
"118753","NC_035782.1",49656583,49656583,"+",4.14284224889005e-11,1.0577152952837e-09,53.7116206762534
"118963","NC_035782.1",49693131,49693131,"+",1.87537203210949e-09,3.54997971181387e-08,51.3240857503153
"119695","NC_035782.1",50390336,50390336,"+",3.77249355729199e-27,7.57810742229145e-25,50.8443113772455
"119759","NC_035782.1",50620241,50620241,"+",6.47727927354317e-34,2.65333426560526e-31,55.616550754083
"120616","NC_035782.1",51594719,51594719,"+",6.67164628045256e-41,5.0439749276508e-38,-52.3841698841699
"122708","NC_035782.1",53681703,53681703,"+",4.93914594749866e-77,8.80192512897117e-73,-58.3101256545898
"122767","NC_035782.1",53693368,53693368,"+",1.35843971280143e-30,4.02037571543722e-28,61.3897051853256
"125834","NC_035782.1",57056677,57056677,"+",1.99592282742442e-08,3.10219033545716e-07,53.2467532467533
"125850","NC_035782.1",57057399,57057399,"+",3.47639988652648e-24,5.03090726389504e-22,51.7838196286472
"126936","NC_035782.1",58675231,58675231,"+",1.22005087918505e-15,6.07082143593393e-14,52.4660253473813
"126939","NC_035782.1",58675270,58675270,"+",1.79728530637748e-33,7.09502274151894e-31,50.7915677788636
"127311","NC_035782.1",58948371,58948371,"+",3.30758061270162e-34,1.40103501436185e-31,-50.4939418972876
"129184","NC_035782.1",61203971,61203971,"+",2.55039283458132e-14,1.05785293227173e-12,51.4949845679012
"130962","NC_035782.1",63438237,63438237,"+",4.00900406529382e-36,2.01249103430538e-33,68.0871828236825
"131178","NC_035782.1",63514945,63514945,"+",2.91690042301386e-57,8.76793572389581e-54,50.8899987194263
"131251","NC_035782.1",63564042,63564042,"+",1.0131098338124e-35,4.95610160343455e-33,-55.5155605549306
"132212","NC_035782.1",64758096,64758096,"+",4.21795650020339e-62,1.94877716937146e-58,53.1891025641026
"133253","NC_035782.1",65377029,65377029,"+",7.60624663879606e-24,1.06491893779135e-21,51.6207429851971
"135108","NC_035782.1",67715553,67715553,"+",8.95931672917619e-33,3.31979614006626e-30,66.2878787878788
"137667","NC_035782.1",72205397,72205397,"+",1.02281102845622e-31,3.42985936487262e-29,-55.8888028895769
"140512","NC_035783.1",2891929,2891929,"+",9.155442835415e-30,2.45348564143556e-27,52.8845098856729
"140937","NC_035783.1",4336101,4336101,"+",2.09542331969692e-26,3.8753744304438e-24,63.7449079926956
"142449","NC_035783.1",8555953,8555953,"+",3.56408628504956e-25,5.72572651186012e-23,-59.0686274509804
"144603","NC_035783.1",11164220,11164220,"+",6.78097356194141e-45,7.38771979806138e-42,-62.2517141443416
"148530","NC_035783.1",15040569,15040569,"+",6.47508328461113e-38,3.82813067505425e-35,-50.7819072064882
"149192","NC_035783.1",16217947,16217947,"+",1.04308181719884e-27,2.26294699147945e-25,53.2319294105576
"151302","NC_035783.1",17850325,17850325,"+",5.05884087487448e-15,2.31498946047055e-13,54.9563172043011
"151628","NC_035783.1",18011471,18011471,"+",3.83880745615466e-60,1.54475100527313e-56,51.5159394664309
"153830","NC_035783.1",19526093,19526093,"+",6.98535037927819e-42,5.86793901848452e-39,50.0672109927313
"153879","NC_035783.1",19545474,19545474,"+",8.18739320852375e-17,4.75593955676891e-15,50.4852624011503
"154277","NC_035783.1",19594385,19594385,"+",8.88964468448203e-13,2.95740144392357e-11,51.4217379750199
"155052","NC_035783.1",19856041,19856041,"+",3.04308452839066e-18,2.13985453358875e-16,50.6929637526653
"157352","NC_035783.1",20710046,20710046,"+",7.42699759179713e-21,7.19597914557114e-19,61.1653272101033
"157353","NC_035783.1",20710064,20710064,"+",7.66729460929741e-28,1.67947008777034e-25,61.7194570135747
"157354","NC_035783.1",20710092,20710092,"+",1.1490087093927e-31,3.82732506211385e-29,83.9833315525163
"157370","NC_035783.1",20719352,20719352,"+",1.28236069406312e-52,2.62243186628968e-49,52.9867221244601
"158185","NC_035783.1",20844035,20844035,"+",6.67352436250411e-26,1.17417509843063e-23,70.4526315789474
"158190","NC_035783.1",20844475,20844475,"+",1.5795806408661e-55,3.94090212304083e-52,65.5899585262557
"158298","NC_035783.1",20856441,20856441,"+",5.08697893483807e-55,1.23218682504638e-51,55.1671377994895
"159211","NC_035783.1",21066969,21066969,"+",5.8442358079457e-60,2.19899914489938e-56,50.3161050641987
"159212","NC_035783.1",21066995,21066995,"+",2.45092033358069e-74,3.05740552147943e-70,54.1483516483516
"159244","NC_035783.1",21070059,21070059,"+",4.48124614682595e-37,2.46261654576235e-34,53.1645569620253
"159314","NC_035783.1",21073267,21073267,"+",7.90578703080902e-45,8.46531330718422e-42,-50.704037712646
"159361","NC_035783.1",21076507,21076507,"+",1.3173168677658e-47,1.81578959993442e-44,50.4994722072037
"159396","NC_035783.1",21109546,21109546,"+",2.24344601775389e-46,2.7303329434744e-43,53.8412112432533
"159403","NC_035783.1",21111799,21111799,"+",2.913435696093e-22,3.36204555487501e-20,66.5147025302029
"159719","NC_035783.1",22397442,22397442,"+",5.82318779711777e-20,5.05859845510467e-18,50.8986415882968
"159846","NC_035783.1",22609861,22609861,"+",1.82921133086803e-20,1.68776136839331e-18,-56.4416775884666
"160023","NC_035783.1",23130126,23130126,"+",2.29193775899788e-23,3.04157700812679e-21,53.9158950617284
"160458","NC_035783.1",23674166,23674166,"+",3.21473076251175e-17,1.97889088778725e-15,-62.6373626373626
"161760","NC_035783.1",25301968,25301968,"+",1.16596800403767e-35,5.64850152282604e-33,-57.0774862721171
"161782","NC_035783.1",25304491,25304491,"+",3.81542156855322e-30,1.06716487524979e-27,-63.3853151397011
"161806","NC_035783.1",25307879,25307879,"+",1.33664330643121e-66,9.80822584057129e-63,-78.1472684085511
"161807","NC_035783.1",25307895,25307895,"+",7.89208527424e-65,4.92249885947864e-61,-50.6085359424513
"162032","NC_035783.1",26034431,26034431,"+",1.31643019918397e-18,9.67698003197991e-17,-52.2619047619048
"162103","NC_035783.1",26360834,26360834,"+",1.13808937259834e-35,5.52417076660795e-33,65.7971014492754
"163085","NC_035783.1",29749415,29749415,"+",7.89733540227734e-16,4.02350296172505e-14,57.6054041462847
"163159","NC_035783.1",30129117,30129117,"+",4.61761635586769e-22,5.19878596718865e-20,-50.9677419354839
"163355","NC_035783.1",30386526,30386526,"+",1.38465536881228e-11,3.8244019420092e-10,52.3529411764706
"163735","NC_035783.1",30742308,30742308,"+",2.20760544015602e-33,8.64641088267375e-31,52.4360442917144
"164447","NC_035783.1",32082627,32082627,"+",2.49961258695321e-37,1.40141427924368e-34,-53.3606366157754
"164544","NC_035783.1",32197765,32197765,"+",7.41968224869193e-18,4.97350758215357e-16,55.2380952380952
"164696","NC_035783.1",32417239,32417239,"+",1.99943770500168e-62,9.41208529951863e-59,-60.569157151176
"165265","NC_035783.1",32580031,32580031,"+",6.48735933650215e-34,2.65333426560526e-31,62.6811594202899
"167877","NC_035783.1",36262748,36262748,"+",1.31386909689672e-17,8.49436983262407e-16,57.3809523809524
"168406","NC_035783.1",36586660,36586660,"+",1.76007283315121e-20,1.62939251311107e-18,52.516838000709
"169063","NC_035783.1",38039087,38039087,"+",2.01168586571169e-16,1.10525505271697e-14,-51.0269865067466
"169592","NC_035783.1",41484689,41484689,"+",2.88817537811867e-20,2.59572061248694e-18,-59.3919325707405
"169630","NC_035783.1",41657100,41657100,"+",1.25343319200542e-21,1.33299042417342e-19,-50.609756097561
"169852","NC_035783.1",42295608,42295608,"+",3.37831713253877e-41,2.62572494197419e-38,-51.5522875816994
"170413","NC_035783.1",42871171,42871171,"+",2.10342641533598e-20,1.92440302981823e-18,-51.5819546307351
