A0A0R4IBK5	XM_022437778.1	0.002
A0A0R4IBK5	XM_022437778.1	3.00E-92
A0A0R4IBK5	XM_022474861.1	7.00E-88
A0A0R4IBK5	XM_022474869.1	2.00E-112
A0A0R4IBK5	XM_022474877.1	2.00E-112
A0A0R4IBK5	XR_002637015.1	0.65
A0A0R4IF99	XM_022485664.1	2.00E-71
A0A0R4IFG5	XM_022476606.1	1.00E-46
A0A0R4IFG5	XM_022476694.1	1.00E-46
A0A0R4IVA4	XM_022459165.1	0
A0A0R4IVA4	XM_022459169.1	0
A0A0R4IVV0	XM_022460136.1	3.00E-91
A0A0R4IXF6	XM_022447165.1	0
A0A125R003	XR_002635629.1	3.1
A0A140LHF2	XM_022480156.1	6.2
A0A159BP93	XM_022455743.1	1.00E-26
A0A159BP93	XM_022478900.1	6.00E-27
A0A161AT60	XR_002635021.1	1
A0A183	XM_022442981.1	9.9
A0A183	XM_022444193.1	8.4
A0A183	XM_022445136.1	6.7
A0A1B0GTD5	XM_022488990.1	2.00E-09
A0A1B0GTI8	XM_022472510.1	1.00E-05
A0A1B0GTI8	XM_022472557.1	0.003
A0A1B0GTI8	XM_022472596.1	2.00E-05
A0A1B0GUU1	XM_022437807.1	7.00E-40
A0A1B0GUU1	XM_022452420.1	2.00E-11
A0A1B0GUU1	XM_022455582.1	7.00E-21
A0A1B0GUU1	XM_022456322.1	2.00E-20
A0A1B0GUU1	XR_002639086.1	0.003
A0A1B0GVH7	XM_022467003.1	3.00E-23
A0A1B0GVN3	XM_022487066.1	5.7
A0A1B0GWB2	XM_022474908.1	0.056
A0A1B0GWB2	XM_022481899.1	0.034
A0A1B0GWB2	XM_022490491.1	5
A0A1B0GWB2	XM_022490492.1	0.003
A0A1B0GWB2	XM_022490501.1	0.002
A0A1B0GWB2	XM_022490502.1	0.038
A0A1B0GWB2	XR_002638786.1	9.4
A0A1B4XBH3	XM_022432422.1	0.63
A0A1B4XBH3	XM_022432423.1	0.59
A0A1B4XBH3	XM_022452325.1	0.14
A0A1B8YAB1	XM_022477004.1	4.00E-72
A0A1C3NSL9	XM_022489582.1	8.9
A0A1D5P556	XM_022476381.1	0
A0A1D5P556	XM_022476381.1	5.00E-127
A0A1D5P556	XM_022476382.1	0
A0A1D5P556	XM_022476382.1	5.00E-128
A0A1D5P556	XM_022476383.1	0
A0A1D5P556	XM_022476383.1	9.00E-129
A0A1D5P556	XM_022476384.1	0
A0A1D5P556	XM_022476384.1	6.00E-128
A0A1D5P556	XM_022476385.1	0
A0A1D5P556	XM_022476385.1	1.00E-127
A0A1D5P556	XM_022476386.1	0
A0A1D5P556	XM_022476386.1	1.00E-128
A0A1D5P556	XM_022476387.1	0
A0A1D5P556	XM_022476387.1	8.00E-129
A0A1D5P556	XM_022476388.1	0
A0A1D5P556	XM_022476388.1	4.00E-129
A0A1D5P556	XM_022476389.1	0
A0A1D5P556	XM_022476389.1	2.00E-04
A0A1D5P556	XM_022476389.1	6.00E-118
A0A1D8PQ86	XM_022445088.1	1.00E-07
A0A1D8PQ86	XM_022445088.1	6.00E-09
A0A1F4	XM_022466135.1	0.08
A0A1L8GR68	XR_002639256.1	0.002
A0A1P8AUY4	XR_002635029.1	0.27
A0A1R3RGK4	XM_022439735.1	0.98
A0A1R3RGK4	XM_022439743.1	0.97
A0A286M9N3	XM_022480428.1	0.003
A0A8M2	XM_022486746.1	1.00E-44
A0A8M2	XM_022486746.1	8.00E-20
A0A8M2	XM_022486747.1	3.00E-45
A0A8M2	XM_022486747.1	8.00E-20
A0AHG0	XR_002633865.1	8.5
A0AHG0	XR_002633866.1	4.7
A0AHG0	XR_002633867.1	4.4
A0AHG0	XR_002633868.1	4.9
A0AIZ4	XM_022452395.1	9
A0AK06	XR_002639344.1	2.7
A0AKJ7	XM_022439068.1	4.9
A0AVK6	XR_002635855.1	4.3
A0AVT1	XM_022479378.1	0
A0AVX7	XM_022464194.1	6.4
A0B5P3	XR_002633658.1	9.4
A0B6F9	XM_022453951.1	7.1
A0FKN6	XR_002635624.1	4.00E-06
A0JC51	XM_022488470.1	5.00E-123
A0JM12	XM_022431278.1	0.01
A0JM12	XM_022431278.1	0.025
A0JM12	XM_022431278.1	0.039
A0JM12	XM_022431278.1	0.36
A0JM12	XM_022431278.1	0.47
A0JM12	XM_022431278.1	0.55
A0JM12	XM_022431278.1	0.6
A0JM12	XM_022431278.1	0.81
A0JM12	XM_022431278.1	2.00E-05
A0JM12	XM_022431278.1	2.00E-07
A0JM12	XM_022431278.1	7.00E-04
A0JM12	XM_022431278.1	7.00E-09
A0JM12	XM_022432877.1	0.011
A0JM12	XM_022432877.1	3.4
A0JM12	XM_022432877.1	4.7
A0JM12	XM_022434020.1	0.003
A0JM12	XM_022434020.1	1.1
A0JM12	XM_022434468.1	1.00E-11
A0JM12	XM_022434468.1	2.00E-17
A0JM12	XM_022434468.1	3.00E-11
A0JM12	XM_022434468.1	4.00E-08
A0JM12	XM_022434468.1	4.00E-14
A0JM12	XM_022434468.1	7.00E-13
A0JM12	XM_022434468.1	7.00E-16
A0JM12	XM_022434468.1	9.00E-11
A0JM12	XM_022434679.1	0.009
A0JM12	XM_022434679.1	0.011
A0JM12	XM_022434679.1	0.025
A0JM12	XM_022434679.1	0.14
A0JM12	XM_022434679.1	0.17
A0JM12	XM_022434679.1	0.89
A0JM12	XM_022434679.1	1.4
A0JM12	XM_022434679.1	1.9
A0JM12	XM_022434679.1	2.2
A0JM12	XM_022434679.1	2.7
A0JM12	XM_022434679.1	3.7
A0JM12	XM_022434679.1	5.00E-06
A0JM12	XM_022434681.1	0.025
A0JM12	XM_022434681.1	0.77
A0JM12	XM_022434681.1	2.9
A0JM12	XM_022435366.1	1.00E-73
A0JM12	XM_022435366.1	2.00E-05
A0JM12	XM_022435366.1	3.00E-85
A0JM12	XM_022435366.1	4.00E-32
A0JM12	XM_022435366.1	6.00E-47
A0JM12	XM_022435366.1	6.00E-82
A0JM12	XM_022435366.1	7.00E-60
A0JM12	XM_022435367.1	1.00E-73
A0JM12	XM_022435367.1	2.00E-05
A0JM12	XM_022435367.1	3.00E-85
A0JM12	XM_022435367.1	4.00E-32
A0JM12	XM_022435367.1	6.00E-47
A0JM12	XM_022435367.1	6.00E-82
A0JM12	XM_022435367.1	7.00E-60
A0JM12	XM_022435458.1	0.006
A0JM12	XM_022435458.1	5.00E-05
A0JM12	XM_022438084.1	0.15
A0JM12	XM_022438084.1	0.44
A0JM12	XM_022438084.1	0.92
A0JM12	XM_022438084.1	3.7
A0JM12	XM_022438084.1	3.8
A0JM12	XM_022438085.1	0.057
A0JM12	XM_022438085.1	3.3
A0JM12	XM_022438085.1	9.6
A0JM12	XM_022439095.1	0.031
A0JM12	XM_022439095.1	0.19
A0JM12	XM_022439095.1	1.2
A0JM12	XM_022439095.1	2.1
A0JM12	XM_022439095.1	5.8
A0JM12	XM_022439095.1	6.6
A0JM12	XM_022439682.1	0.003
A0JM12	XM_022439682.1	0.003
A0JM12	XM_022439682.1	0.25
A0JM12	XM_022439682.1	0.56
A0JM12	XM_022439682.1	0.93
A0JM12	XM_022439682.1	1.5
A0JM12	XM_022439682.1	2.00E-04
A0JM12	XM_022439682.1	5
A0JM12	XM_022439682.1	8.7
A0JM12	XM_022439683.1	0.001
A0JM12	XM_022439683.1	0.002
A0JM12	XM_022439683.1	0.036
A0JM12	XM_022439683.1	0.11
A0JM12	XM_022439683.1	1.00E-05
A0JM12	XM_022439683.1	1.8
A0JM12	XM_022439683.1	2.2
A0JM12	XM_022439683.1	3.00E-04
A0JM12	XM_022439683.1	4.1
A0JM12	XM_022439683.1	5.7
A0JM12	XM_022439683.1	6
A0JM12	XM_022439683.1	7.1
A0JM12	XM_022439683.1	9.00E-04
A0JM12	XM_022439900.1	2.00E-85
A0JM12	XM_022439900.1	3.00E-25
A0JM12	XM_022439900.1	3.00E-57
A0JM12	XM_022439900.1	4.00E-47
A0JM12	XM_022439900.1	9.00E-81
A0JM12	XM_022439902.1	1.00E-85
A0JM12	XM_022439902.1	2.00E-57
A0JM12	XM_022439902.1	3.00E-25
A0JM12	XM_022439902.1	3.00E-47
A0JM12	XM_022439902.1	7.00E-81
A0JM12	XM_022439903.1	1.00E-85
A0JM12	XM_022439903.1	2.00E-47
A0JM12	XM_022439903.1	2.00E-57
A0JM12	XM_022439903.1	3.00E-25
A0JM12	XM_022439903.1	7.00E-81
A0JM12	XM_022441027.1	0.24
A0JM12	XM_022443592.1	0.001
A0JM12	XM_022443592.1	0.001
A0JM12	XM_022443592.1	0.024
A0JM12	XM_022443592.1	0.024
A0JM12	XM_022443592.1	0.48
A0JM12	XM_022443592.1	0.48
A0JM12	XM_022443592.1	0.83
A0JM12	XM_022443592.1	0.83
A0JM12	XM_022443592.1	1.1
A0JM12	XM_022443592.1	1.1
A0JM12	XM_022443592.1	1.4
A0JM12	XM_022443592.1	1.4
A0JM12	XM_022443593.1	0.001
A0JM12	XM_022443593.1	0.001
A0JM12	XM_022443593.1	0.02
A0JM12	XM_022443593.1	0.02
A0JM12	XM_022443593.1	0.49
A0JM12	XM_022443593.1	0.49
A0JM12	XM_022443593.1	0.55
A0JM12	XM_022443593.1	0.55
A0JM12	XM_022443593.1	1.2
A0JM12	XM_022443593.1	1.2
A0JM12	XM_022443593.1	1.3
A0JM12	XM_022443593.1	1.3
A0JM12	XM_022443593.1	1.5
A0JM12	XM_022443593.1	1.5
A0JM12	XM_022443596.1	0.36
A0JM12	XM_022445031.1	1.00E-10
A0JM12	XM_022445031.1	1.00E-13
A0JM12	XM_022445031.1	1.00E-31
A0JM12	XM_022445031.1	1.00E-31
A0JM12	XM_022445031.1	2.00E-05
A0JM12	XM_022445031.1	2.00E-09
A0JM12	XM_022445031.1	2.00E-11
A0JM12	XM_022445031.1	2.00E-25
A0JM12	XM_022445031.1	2.00E-25
A0JM12	XM_022445031.1	2.00E-25
A0JM12	XM_022445031.1	2.00E-25
A0JM12	XM_022445031.1	4.00E-08
A0JM12	XM_022445031.1	4.00E-13
A0JM12	XM_022445031.1	4.00E-26
A0JM12	XM_022445031.1	4.00E-26
A0JM12	XM_022445031.1	5.00E-12
A0JM12	XM_022445031.1	5.00E-13
A0JM12	XM_022445031.1	6.00E-10
A0JM12	XM_022445031.1	8.00E-06
A0JM12	XM_022445031.1	8.00E-10
A0JM12	XM_022447296.1	0.37
A0JM12	XM_022447296.1	2.00E-19
A0JM12	XM_022447296.1	3.00E-13
A0JM12	XM_022447296.1	3.00E-16
A0JM12	XM_022447296.1	5.00E-14
A0JM12	XM_022447296.1	9.00E-16
A0JM12	XM_022447296.1	9.00E-16
A0JM12	XM_022447296.1	9.00E-18
A0JM12	XM_022447638.1	1.00E-08
A0JM12	XM_022447638.1	1.00E-13
A0JM12	XM_022447638.1	1.00E-13
A0JM12	XM_022447638.1	2.00E-06
A0JM12	XM_022447638.1	2.00E-07
A0JM12	XM_022447638.1	2.00E-12
A0JM12	XM_022447638.1	3.00E-04
A0JM12	XM_022447638.1	3.00E-13
A0JM12	XM_022447638.1	3.9
A0JM12	XM_022447638.1	4.00E-14
A0JM12	XM_022447638.1	5.00E-08
A0JM12	XM_022447638.1	8.00E-10
A0JM12	XM_022447649.1	2.00E-33
A0JM12	XM_022447649.1	3.00E-13
A0JM12	XM_022447649.1	3.00E-31
A0JM12	XM_022447649.1	3.00E-33
A0JM12	XM_022447649.1	6.00E-30
A0JM12	XM_022447829.1	1.00E-09
A0JM12	XM_022447829.1	1.00E-16
A0JM12	XM_022447829.1	1.00E-18
A0JM12	XM_022447829.1	2.00E-14
A0JM12	XM_022447829.1	2.00E-15
A0JM12	XM_022447829.1	6.00E-13
A0JM12	XM_022447829.1	6.00E-16
A0JM12	XM_022447829.1	6.00E-19
A0JM12	XM_022447829.1	6.00E-21
A0JM12	XM_022447829.1	9.00E-15
A0JM12	XM_022447978.1	1.00E-32
A0JM12	XM_022447978.1	2.00E-25
A0JM12	XM_022447978.1	2.00E-30
A0JM12	XM_022447978.1	4.00E-27
A0JM12	XM_022447978.1	6.00E-15
A0JM12	XM_022448402.1	0.001
A0JM12	XM_022448402.1	0.057
A0JM12	XM_022448402.1	0.085
A0JM12	XM_022448402.1	0.28
A0JM12	XM_022448402.1	0.34
A0JM12	XM_022448402.1	0.51
A0JM12	XM_022448402.1	2.00E-04
A0JM12	XM_022448402.1	2.7
A0JM12	XM_022448402.1	3.00E-09
A0JM12	XM_022448465.1	1.00E-52
A0JM12	XM_022448465.1	3.00E-65
A0JM12	XM_022448465.1	5.00E-23
A0JM12	XM_022448465.1	5.00E-69
A0JM12	XM_022449147.1	1.00E-42
A0JM12	XM_022449147.1	1.00E-61
A0JM12	XM_022449147.1	4.00E-92
A0JM12	XM_022449147.1	7.00E-74
A0JM12	XM_022449147.1	7.00E-76
A0JM12	XM_022449170.1	1.00E-11
A0JM12	XM_022449170.1	2.00E-26
A0JM12	XM_022449170.1	2.00E-30
A0JM12	XM_022449170.1	3.00E-32
A0JM12	XM_022449170.1	8.3
A0JM12	XM_022449171.1	1.00E-11
A0JM12	XM_022449171.1	2.00E-26
A0JM12	XM_022449171.1	3.00E-30
A0JM12	XM_022449171.1	3.00E-32
A0JM12	XM_022449171.1	8
A0JM12	XM_022449322.1	2.00E-24
A0JM12	XM_022449322.1	2.00E-34
A0JM12	XM_022449322.1	5.00E-33
A0JM12	XM_022449322.1	5.00E-38
A0JM12	XM_022449322.1	6.00E-32
A0JM12	XM_022449322.1	8.00E-32
A0JM12	XM_022449323.1	1.00E-23
A0JM12	XM_022449323.1	2.00E-32
A0JM12	XM_022449323.1	3.00E-32
A0JM12	XM_022449323.1	4.00E-37
A0JM12	XM_022449323.1	5.00E-31
A0JM12	XM_022449323.1	9.00E-34
A0JM12	XM_022449392.1	0.017
A0JM12	XM_022449392.1	0.56
A0JM12	XM_022449392.1	2.2
A0JM12	XM_022449835.1	1.00E-22
A0JM12	XM_022449835.1	1.00E-27
A0JM12	XM_022449835.1	2.00E-24
A0JM12	XM_022449835.1	2.00E-27
A0JM12	XM_022449835.1	4.00E-18
A0JM12	XM_022449835.1	4.00E-28
A0JM12	XM_022449844.1	1.00E-05
A0JM12	XM_022449844.1	1.00E-19
A0JM12	XM_022449844.1	1.00E-29
A0JM12	XM_022449844.1	2.00E-29
A0JM12	XM_022449844.1	3.00E-33
A0JM12	XM_022449844.1	4.00E-24
A0JM12	XM_022449844.1	8.00E-20
A0JM12	XM_022449844.1	8.00E-28
A0JM12	XM_022450021.1	2.00E-21
A0JM12	XM_022450021.1	2.00E-22
A0JM12	XM_022450021.1	3.00E-13
A0JM12	XM_022450021.1	3.00E-26
A0JM12	XM_022450021.1	4.00E-22
A0JM12	XM_022450021.1	4.00E-29
A0JM12	XM_022450021.1	5.00E-23
A0JM12	XM_022450021.1	5.00E-25
A0JM12	XM_022450024.1	0.001
A0JM12	XM_022450024.1	0.007
A0JM12	XM_022450024.1	0.091
A0JM12	XM_022450024.1	0.17
A0JM12	XM_022450024.1	1.00E-04
A0JM12	XM_022450024.1	1.00E-05
A0JM12	XM_022450024.1	2.00E-05
A0JM12	XM_022450024.1	3.00E-08
A0JM12	XM_022450024.1	5.00E-06
A0JM12	XM_022450024.1	8.00E-04
A0JM12	XM_022450024.1	9.00E-04
A0JM12	XM_022450024.1	9.00E-05
A0JM12	XM_022450065.1	0.001
A0JM12	XM_022450065.1	1.00E-21
A0JM12	XM_022450065.1	1.00E-21
A0JM12	XM_022450065.1	1.00E-25
A0JM12	XM_022450065.1	2.00E-24
A0JM12	XM_022450065.1	2.00E-29
A0JM12	XM_022450065.1	7.00E-32
A0JM12	XM_022450072.1	1.00E-13
A0JM12	XM_022450072.1	2.00E-17
A0JM12	XM_022450072.1	2.00E-23
A0JM12	XM_022450072.1	2.00E-23
A0JM12	XM_022450072.1	2.00E-26
A0JM12	XM_022450072.1	6.00E-29
A0JM12	XM_022450072.1	7.00E-23
A0JM12	XM_022450072.1	7.00E-28
A0JM12	XM_022450519.1	0.007
A0JM12	XM_022450519.1	1.00E-12
A0JM12	XM_022450519.1	2.00E-11
A0JM12	XM_022450519.1	3.00E-15
A0JM12	XM_022450519.1	4.00E-08
A0JM12	XM_022450519.1	7.00E-12
A0JM12	XM_022450519.1	9.00E-10
A0JM12	XM_022450519.1	9.00E-11
A0JM12	XM_022450520.1	0.008
A0JM12	XM_022450520.1	1.00E-09
A0JM12	XM_022450520.1	1.00E-10
A0JM12	XM_022450520.1	1.00E-12
A0JM12	XM_022450520.1	2.00E-11
A0JM12	XM_022450520.1	3.00E-15
A0JM12	XM_022450520.1	4.00E-08
A0JM12	XM_022450520.1	8.00E-12
A0JM12	XM_022450561.1	1.00E-05
A0JM12	XM_022450561.1	2.00E-19
A0JM12	XM_022450561.1	2.00E-20
A0JM12	XM_022450561.1	3.00E-08
A0JM12	XM_022450561.1	3.00E-18
A0JM12	XM_022450561.1	3.00E-19
A0JM12	XM_022450561.1	4.00E-09
A0JM12	XM_022450561.1	5.00E-24
A0JM12	XM_022450561.1	9.00E-30
A0JM12	XM_022450562.1	1.00E-17
A0JM12	XM_022450562.1	1.00E-22
A0JM12	XM_022450562.1	3.00E-31
A0JM12	XM_022450562.1	4.00E-10
A0JM12	XM_022450562.1	5.00E-07
A0JM12	XM_022450562.1	7.00E-25
A0JM12	XM_022450563.1	1.00E-22
A0JM12	XM_022450563.1	1.00E-26
A0JM12	XM_022450563.1	3.00E-25
A0JM12	XM_022450563.1	5.00E-19
A0JM12	XM_022450563.1	5.00E-23
A0JM12	XM_022450563.1	6.00E-11
A0JM12	XM_022450563.1	6.00E-33
A0JM12	XM_022450563.1	8.00E-20
A0JM12	XM_022450564.1	2.00E-25
A0JM12	XM_022450564.1	4.00E-23
A0JM12	XM_022450564.1	5.00E-19
A0JM12	XM_022450564.1	5.00E-33
A0JM12	XM_022450564.1	6.00E-11
A0JM12	XM_022450564.1	7.00E-20
A0JM12	XM_022450564.1	9.00E-23
A0JM12	XM_022450564.1	9.00E-27
A0JM12	XM_022450565.1	2.00E-25
A0JM12	XM_022450565.1	5.00E-19
A0JM12	XM_022450565.1	5.00E-23
A0JM12	XM_022450565.1	5.00E-33
A0JM12	XM_022450565.1	6.00E-11
A0JM12	XM_022450565.1	8.00E-20
A0JM12	XM_022450565.1	9.00E-23
A0JM12	XM_022450565.1	9.00E-27
A0JM12	XM_022450566.1	1.00E-26
A0JM12	XM_022450566.1	2.00E-25
A0JM12	XM_022450566.1	4.00E-19
A0JM12	XM_022450566.1	5.00E-23
A0JM12	XM_022450566.1	6.00E-33
A0JM12	XM_022450566.1	7.00E-11
A0JM12	XM_022450566.1	9.00E-20
A0JM12	XM_022450566.1	9.00E-23
A0JM12	XM_022450776.1	0.002
A0JM12	XM_022450776.1	0.006
A0JM12	XM_022450776.1	0.006
A0JM12	XM_022450776.1	0.014
A0JM12	XM_022450776.1	0.015
A0JM12	XM_022450776.1	0.044
A0JM12	XM_022450776.1	1.00E-04
A0JM12	XM_022450776.1	2.00E-07
A0JM12	XM_022450776.1	3.00E-04
A0JM12	XM_022450776.1	4.00E-05
A0JM12	XM_022450776.1	9.00E-05
A0JM12	XM_022450776.1	9.00E-06
A0JM12	XM_022450812.1	0.019
A0JM12	XM_022450812.1	1.00E-04
A0JM12	XM_022450812.1	1.00E-14
A0JM12	XM_022450812.1	1.00E-14
A0JM12	XM_022450812.1	2.00E-12
A0JM12	XM_022450812.1	2.00E-12
A0JM12	XM_022450812.1	2.00E-18
A0JM12	XM_022450922.1	1.00E-26
A0JM12	XM_022450922.1	2.00E-08
A0JM12	XM_022450922.1	2.00E-17
A0JM12	XM_022450922.1	2.00E-21
A0JM12	XM_022450922.1	3.00E-13
A0JM12	XM_022450922.1	4.00E-23
A0JM12	XM_022450922.1	7.00E-21
A0JM12	XM_022450922.1	9.00E-24
A0JM12	XM_022451153.1	0.37
A0JM12	XM_022451153.1	1.00E-15
A0JM12	XM_022451153.1	2.00E-04
A0JM12	XM_022451153.1	2.00E-12
A0JM12	XM_022451153.1	2.00E-22
A0JM12	XM_022451153.1	5.00E-09
A0JM12	XM_022451153.1	5.00E-15
A0JM12	XM_022451153.1	5.00E-17
A0JM12	XM_022451153.1	7.00E-07
A0JM12	XM_022451662.1	1.00E-46
A0JM12	XM_022451662.1	1.00E-57
A0JM12	XM_022451662.1	1.00E-70
A0JM12	XM_022451662.1	1.00E-72
A0JM12	XM_022451662.1	2.00E-19
A0JM12	XM_022451664.1	2.00E-51
A0JM12	XM_022451664.1	2.00E-66
A0JM12	XM_022451664.1	4.00E-05
A0JM12	XM_022451664.1	4.00E-66
A0JM12	XM_022451717.1	2.00E-14
A0JM12	XM_022451717.1	2.00E-19
A0JM12	XM_022451717.1	2.00E-20
A0JM12	XM_022451717.1	2.00E-25
A0JM12	XM_022451717.1	3.00E-17
A0JM12	XM_022451717.1	8.00E-22
A0JM12	XM_022451792.1	0.003
A0JM12	XM_022451792.1	0.009
A0JM12	XM_022451792.1	0.85
A0JM12	XM_022451792.1	1.00E-09
A0JM12	XM_022451792.1	1.00E-18
A0JM12	XM_022451792.1	2.00E-05
A0JM12	XM_022451792.1	2.00E-28
A0JM12	XM_022451792.1	4.00E-10
A0JM12	XM_022451792.1	4.00E-12
A0JM12	XM_022451792.1	4.00E-19
A0JM12	XM_022451792.1	7.00E-23
A0JM12	XM_022451818.1	1.00E-39
A0JM12	XM_022451818.1	2.00E-40
A0JM12	XM_022451818.1	2.00E-42
A0JM12	XM_022451818.1	3.00E-24
A0JM12	XM_022451818.1	5.00E-18
A0JM12	XM_022451818.1	5.00E-43
A0JM12	XM_022451974.1	1.00E-07
A0JM12	XM_022451974.1	1.00E-27
A0JM12	XM_022451974.1	2.00E-18
A0JM12	XM_022451974.1	4.00E-05
A0JM12	XM_022451974.1	4.00E-13
A0JM12	XM_022451974.1	6.00E-22
A0JM12	XM_022451974.1	9.00E-22
A0JM12	XM_022452034.1	0.024
A0JM12	XM_022452034.1	1.00E-23
A0JM12	XM_022452034.1	2.00E-20
A0JM12	XM_022452034.1	2.00E-24
A0JM12	XM_022452034.1	4.00E-18
A0JM12	XM_022452034.1	5.00E-21
A0JM12	XM_022452034.1	6.00E-11
A0JM12	XM_022452034.1	6.00E-27
A0JM12	XM_022452042.1	1.00E-04
A0JM12	XM_022452042.1	2.00E-58
A0JM12	XM_022452042.1	3.00E-53
A0JM12	XM_022452042.1	8.00E-51
A0JM12	XM_022452110.1	1.00E-35
A0JM12	XM_022452110.1	1.00E-39
A0JM12	XM_022452110.1	3.00E-28
A0JM12	XM_022452110.1	6.00E-40
A0JM12	XM_022452110.1	7.00E-44
A0JM12	XM_022452133.1	0.038
A0JM12	XM_022452133.1	0.038
A0JM12	XM_022452133.1	0.11
A0JM12	XM_022452133.1	0.24
A0JM12	XM_022452133.1	0.24
A0JM12	XM_022452133.1	3.5
A0JM12	XM_022452133.1	3.5
A0JM12	XM_022452133.1	7.3
A0JM12	XM_022452133.1	7.3
A0JM12	XM_022452665.1	2.00E-29
A0JM12	XM_022452665.1	5.00E-26
A0JM12	XM_022452665.1	5.00E-35
A0JM12	XM_022452672.1	1.00E-04
A0JM12	XM_022452672.1	1.00E-07
A0JM12	XM_022452672.1	2.00E-11
A0JM12	XM_022452672.1	2.00E-11
A0JM12	XM_022452672.1	3.00E-13
A0JM12	XM_022452672.1	9.00E-04
A0JM12	XM_022453140.1	1.00E-27
A0JM12	XM_022453140.1	2.00E-25
A0JM12	XM_022453140.1	2.00E-26
A0JM12	XM_022453140.1	4.00E-07
A0JM12	XM_022453140.1	4.00E-22
A0JM12	XM_022453141.1	2.00E-25
A0JM12	XM_022453141.1	4.00E-07
A0JM12	XM_022453141.1	4.00E-26
A0JM12	XM_022453141.1	5.00E-22
A0JM12	XM_022453141.1	7.00E-27
A0JM12	XM_022453346.1	0.005
A0JM12	XM_022453346.1	1.00E-22
A0JM12	XM_022453346.1	2.00E-06
A0JM12	XM_022453346.1	3.00E-11
A0JM12	XM_022453346.1	5.00E-16
A0JM12	XM_022453346.1	5.00E-17
