"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
18 0.648652083045726 3 11 "GO:0005085;GO:0051020" "GTPase binding" 0.943578710966647
-90 0.112173565988111 7 5 "GO:0005089;GO:0005088;GO:0017048;GO:0017016;GO:0031267" "Rho GTPase binding" 0.784250384556768
20 0.553986627933997 3 14 "GO:0005102" "signaling receptor binding" 0.943578710966647
31 0.403620908414019 1 12 "GO:0005198" "structural molecule activity" 0.85769443037979
11 0.746530132322675 3 15 "GO:0005216;GO:0022838;GO:0015267;GO:0022803" "substrate-specific channel activity" 0.957812245244187
-77 0.173817062189447 6 5 "GO:0005244;GO:0022832" "voltage-gated channel activity" 0.784250384556768
65 0.254819251070845 5 5 "GO:0005254;GO:0005253;GO:0015108" "anion channel activity" 0.784250384556768
-26 0.586228964429641 4 7 "GO:0005261" "cation channel activity" 0.943578710966647
-82 0.0103406039672196 5 16 "GO:0005509" "calcium ion binding" 0.703161069770933
-11 0.578128375741802 2 46 "GO:0005515" "protein binding" 0.943578710966647
-18 0.707684033224985 5 7 "GO:0005525;GO:0032550;GO:0032561;GO:0001883;GO:0032549;GO:0001882;GO:0019001" "purine nucleoside binding" 0.943578710966647
64 0.260825116395175 2 5 "GO:0005543" "phospholipid binding" 0.784250384556768
-92 0.105097902647904 2 5 "GO:0008234" "cysteine-type peptidase activity" 0.784250384556768
74 0.154432277799164 2 6 "GO:0008238" "exopeptidase activity" 0.784250384556768
47 0.327206619088199 2 7 "GO:0008289" "lipid binding" 0.784250384556768
49 0.305308936686048 3 7 "GO:0008509;GO:0015103" "anion transmembrane transporter activity" 0.784250384556768
-13 0.611160966764829 2 25 "GO:0015075;GO:0015318;GO:0022857;GO:0005215" "transporter activity" 0.943578710966647
8 0.742745202403088 2 26 "GO:0016491" "oxidoreductase activity" 0.957812245244187
-10 0.817467920572422 4 8 "GO:0016616;GO:0016614" "oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor" 0.965588540764248
-59 0.302244599846818 3 5 "GO:0016746" "transferase activity, transferring acyl groups" 0.784250384556768
6 0.908516740842857 3 7 "GO:0016757" "transferase activity, transferring glycosyl groups" 0.980621244084354
66 0.243097725052431 2 5 "GO:0016758" "transferase activity, transferring hexosyl groups" 0.784250384556768
10 0.700889292489 2 24 "GO:0016772;GO:0016301;GO:0016773" "transferase activity, transferring phosphorus-containing groups" 0.943578710966647
22 0.488248917352835 3 17 "GO:0016788" "hydrolase activity, acting on ester bonds" 0.943578710966647
-2 0.96950337948387 2 8 "GO:0016798;GO:0004553" "hydrolase activity, acting on glycosyl bonds" 0.994303694413023
54 0.345992816716221 3 5 "GO:0016860;GO:0016853" "intramolecular oxidoreductase activity" 0.784250384556768
-26 0.545763325066446 2 9 "GO:0016874" "ligase activity" 0.943578710966647
93 0.100580922443189 3 5 "GO:0016903" "oxidoreductase activity, acting on the aldehyde or oxo group of donors" 0.784250384556768
27 0.317434273538752 3 23 "GO:0017111;GO:0016462;GO:0016818;GO:0016817" "pyrophosphatase activity" 0.784250384556768
83 0.108110339057371 2 6 "GO:0019205" "nucleobase-containing compound kinase activity" 0.784250384556768
-46 0.154411429948102 2 16 "GO:0019899" "enzyme binding" 0.784250384556768
-2 0.965203579246872 3 11 "GO:0022839;GO:0022836" "ion gated channel activity" 0.994303694413023
-56 0.147929080541846 4 11 "GO:0022890;GO:0008324" "cation transmembrane transporter activity" 0.784250384556768
-19 0.611728294705756 2 12 "GO:0030234" "enzyme regulator activity" 0.943578710966647
32 0.511698957251645 4 7 "GO:0030695;GO:0005096" "GTPase regulator activity" 0.943578710966647
-3 0.889305021182851 2 32 "GO:0035639;GO:0005524;GO:0008144;GO:0032559;GO:0030554" "purine ribonucleoside triphosphate binding" 0.975366797426353
-7 0.845851586336685 2 13 "GO:0038023;GO:0060089" "molecular transducer activity" 0.965588540764248
70 0.219460780125745 4 5 "GO:0042623;GO:0016887" "ATPase activity" 0.784250384556768
20 0.701471333243496 2 6 "GO:0044877;GO:0005178;GO:0050839" "protein-containing complex binding" 0.943578710966647
-48 0.0396702687309744 4 31 "GO:0046872;GO:0043169" "metal ion binding" 0.784250384556768
-82 0.0688321539233696 3 8 "GO:0046873" "metal ion transmembrane transporter activity" 0.784250384556768
9 0.82858152115978 2 9 "GO:0060589;GO:0008047" "nucleoside-triphosphatase regulator activity" 0.965588540764248
46 0.140334013020193 2 17 "GO:0070011;GO:0008233" "peptidase activity, acting on L-amino acid peptides" 0.784250384556768
-1 0.959319654469929 1 23 "GO:0098772" "molecular function regulator" 0.994303694413023
55 0.335142029090458 2 5 "GO:0140097" "catalytic activity, acting on DNA" 0.784250384556768
12 0.641796428124065 1 27 "GO:0140110" "transcription regulator activity" 0.943578710966647
