"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
12 0.597726961608755 2 17 "GO:0016071" "mRNA metabolic process" 0.891166367169136
5 0.905285474648323 1 5 "GO:0022414" "reproductive process" 1
16 0.492645032316098 3 17 "GO:0022607" "cellular component assembly" 0.891166367169136
24 0.389391312104577 3 12 "GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933" "cellular protein-containing complex assembly" 0.891166367169136
-25 0.545411987644078 3 5 "GO:0023051" "regulation of signaling" 0.891166367169136
-14 0.733884009336165 2 5 "GO:0030154" "cell differentiation" 0.970569101896074
-12 0.551012621403395 1 22 "GO:0032501" "multicellular organismal process" 0.891166367169136
0 1 3 9 "GO:0034470;GO:0034660" "ncRNA processing" 1
-80 0.0234046534476509 3 7 "GO:0035239;GO:0002009;GO:0048729" "tissue morphogenesis" 0.620223316362749
26 0.36942903446538 3 11 "GO:0042592;GO:0065008" "regulation of biological quality" 0.891166367169136
40 0.178673893104984 2 10 "GO:0044248;GO:1901575;GO:0009056" "cellular catabolic process" 0.891166367169136
0 0.989966088567209 3 24 "GO:0044772;GO:0044770" "cell cycle phase transition" 1
3 0.906576093387979 3 11 "GO:0048513" "animal organ development" 1
28 0.30062909107816 3 12 "GO:0048518" "positive regulation of biological process" 0.891166367169136
-22 0.568267911241646 2 6 "GO:0048522;GO:0031325;GO:0009893;GO:0010604" "positive regulation of cellular process" 0.891166367169136
31 0.331612589863111 2 9 "GO:0048584;GO:0048583" "regulation of response to stimulus" 0.891166367169136
10 0.683559963228657 2 16 "GO:0048646" "anatomical structure formation involved in morphogenesis" 0.970569101896074
-15 0.436651269267817 2 27 "GO:0048856" "anatomical structure development" 0.891166367169136
1 0.973545801384386 2 16 "GO:0048869" "cellular developmental process" 1
37 0.33192223502598 3 6 "GO:0051726" "regulation of cell cycle" 0.891166367169136
8 0.805755480819382 7 9 "GO:0071900;GO:0045859;GO:0001932;GO:0043549;GO:0031399;GO:0042325;GO:0051338;GO:0032268;GO:0019220;GO:0050790;GO:0051246;GO:0051174;GO:0065009" "regulation of protein phosphorylation" 0.970569101896074
14 0.397253496668848 2 33 "GO:1903047" "mitotic cell cycle process" 0.891166367169136
