"","chr","start","end","meth.diff","strand","pvalue","qvalue","dist-to-closest-gene","gene-chr","gene-start","gene-end","geneID","mRNA-start","mRNA-end","Genbank","Uniprot-Accession","Uniprot-ID","evalue","Product","GO-ID","GO-BP","GO-CC","GO-MF"
"770","NC_035783.1",25301968,25301968,-57.0774862721171,"+",1.16596800403767e-35,5.64850152282604e-33,0,"NC_035783.1",25285234,25321419,"111130343",25285234,25321419,"XM_022477297.1","Q9JHU4","DYHC1_MOUSE",0,"cytoplasmic dynein 1 heavy chain 1-like","GO:0000278; GO:0002177; GO:0003341; GO:0005524; GO:0005635; GO:0005737; GO:0005813; GO:0005868; GO:0005874; GO:0005881; GO:0005938; GO:0007018; GO:0007097; GO:0008090; GO:0008569; GO:0030175; GO:0030286; GO:0030424; GO:0031122; GO:0032388; GO:0033962; GO:0034063; GO:0043025; GO:0045503; GO:0045505; GO:0051293; GO:0051301; GO:0051959; GO:0060236; GO:0072382; GO:0090235; GO:0120162; GO:1904115; GO:1905832","cell division [GO:0051301]; cilium movement [GO:0003341]; cytoplasmic microtubule organization [GO:0031122]; cytoplasmic mRNA processing body assembly [GO:0033962]; establishment of spindle localization [GO:0051293]; microtubule-based movement [GO:0007018]; minus-end-directed vesicle transport along microtubule [GO:0072382]; mitotic cell cycle [GO:0000278]; nuclear migration [GO:0007097]; positive regulation of cold-induced thermogenesis [GO:0120162]; positive regulation of intracellular transport [GO:0032388]; positive regulation of spindle assembly [GO:1905832]; regulation of metaphase plate congression [GO:0090235]; regulation of mitotic spindle organization [GO:0060236]; retrograde axonal transport [GO:0008090]; stress granule assembly [GO:0034063]","axon [GO:0030424]; axon cytoplasm [GO:1904115]; cell cortex [GO:0005938]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytoplasmic dynein complex [GO:0005868]; cytoplasmic microtubule [GO:0005881]; dynein complex [GO:0030286]; filopodium [GO:0030175]; manchette [GO:0002177]; microtubule [GO:0005874]; neuronal cell body [GO:0043025]; nuclear envelope [GO:0005635]","ATP binding [GO:0005524]; ATP-dependent microtubule motor activity, minus-end-directed [GO:0008569]; dynein intermediate chain binding [GO:0045505]; dynein light chain binding [GO:0045503]; dynein light intermediate chain binding [GO:0051959]"
"771","NC_035783.1",25301968,25301968,-57.0774862721171,"+",1.16596800403767e-35,5.64850152282604e-33,0,"NC_035783.1",25285234,25321419,"111130343",25285234,25321419,"XM_022477299.1","Q9JHU4","DYHC1_MOUSE",0,"cytoplasmic dynein 1 heavy chain 1-like","GO:0000278; GO:0002177; GO:0003341; GO:0005524; GO:0005635; GO:0005737; GO:0005813; GO:0005868; GO:0005874; GO:0005881; GO:0005938; GO:0007018; GO:0007097; GO:0008090; GO:0008569; GO:0030175; GO:0030286; GO:0030424; GO:0031122; GO:0032388; GO:0033962; GO:0034063; GO:0043025; GO:0045503; GO:0045505; GO:0051293; GO:0051301; GO:0051959; GO:0060236; GO:0072382; GO:0090235; GO:0120162; GO:1904115; GO:1905832","cell division [GO:0051301]; cilium movement [GO:0003341]; cytoplasmic microtubule organization [GO:0031122]; cytoplasmic mRNA processing body assembly [GO:0033962]; establishment of spindle localization [GO:0051293]; microtubule-based movement [GO:0007018]; minus-end-directed vesicle transport along microtubule [GO:0072382]; mitotic cell cycle [GO:0000278]; nuclear migration [GO:0007097]; positive regulation of cold-induced thermogenesis [GO:0120162]; positive regulation of intracellular transport [GO:0032388]; positive regulation of spindle assembly [GO:1905832]; regulation of metaphase plate congression [GO:0090235]; regulation of mitotic spindle organization [GO:0060236]; retrograde axonal transport [GO:0008090]; stress granule assembly [GO:0034063]","axon [GO:0030424]; axon cytoplasm [GO:1904115]; cell cortex [GO:0005938]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytoplasmic dynein complex [GO:0005868]; cytoplasmic microtubule [GO:0005881]; dynein complex [GO:0030286]; filopodium [GO:0030175]; manchette [GO:0002177]; microtubule [GO:0005874]; neuronal cell body [GO:0043025]; nuclear envelope [GO:0005635]","ATP binding [GO:0005524]; ATP-dependent microtubule motor activity, minus-end-directed [GO:0008569]; dynein intermediate chain binding [GO:0045505]; dynein light chain binding [GO:0045503]; dynein light intermediate chain binding [GO:0051959]"
"772","NC_035783.1",25307879,25307879,-78.1472684085511,"+",1.33664330643121e-66,9.80822584057129e-63,0,"NC_035783.1",25285234,25321419,"111130343",25285234,25321419,"XM_022477299.1","Q9JHU4","DYHC1_MOUSE",0,"cytoplasmic dynein 1 heavy chain 1-like","GO:0000278; GO:0002177; GO:0003341; GO:0005524; GO:0005635; GO:0005737; GO:0005813; GO:0005868; GO:0005874; GO:0005881; GO:0005938; GO:0007018; GO:0007097; GO:0008090; GO:0008569; GO:0030175; GO:0030286; GO:0030424; GO:0031122; GO:0032388; GO:0033962; GO:0034063; GO:0043025; GO:0045503; GO:0045505; GO:0051293; GO:0051301; GO:0051959; GO:0060236; GO:0072382; GO:0090235; GO:0120162; GO:1904115; GO:1905832","cell division [GO:0051301]; cilium movement [GO:0003341]; cytoplasmic microtubule organization [GO:0031122]; cytoplasmic mRNA processing body assembly [GO:0033962]; establishment of spindle localization [GO:0051293]; microtubule-based movement [GO:0007018]; minus-end-directed vesicle transport along microtubule [GO:0072382]; mitotic cell cycle [GO:0000278]; nuclear migration [GO:0007097]; positive regulation of cold-induced thermogenesis [GO:0120162]; positive regulation of intracellular transport [GO:0032388]; positive regulation of spindle assembly [GO:1905832]; regulation of metaphase plate congression [GO:0090235]; regulation of mitotic spindle organization [GO:0060236]; retrograde axonal transport [GO:0008090]; stress granule assembly [GO:0034063]","axon [GO:0030424]; axon cytoplasm [GO:1904115]; cell cortex [GO:0005938]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytoplasmic dynein complex [GO:0005868]; cytoplasmic microtubule [GO:0005881]; dynein complex [GO:0030286]; filopodium [GO:0030175]; manchette [GO:0002177]; microtubule [GO:0005874]; neuronal cell body [GO:0043025]; nuclear envelope [GO:0005635]","ATP binding [GO:0005524]; ATP-dependent microtubule motor activity, minus-end-directed [GO:0008569]; dynein intermediate chain binding [GO:0045505]; dynein light chain binding [GO:0045503]; dynein light intermediate chain binding [GO:0051959]"
"773","NC_035783.1",25307895,25307895,-50.6085359424513,"+",7.89208527424e-65,4.92249885947864e-61,0,"NC_035783.1",25285234,25321419,"111130343",25285234,25321419,"XM_022477300.1","Q9JHU4","DYHC1_MOUSE",0,"cytoplasmic dynein 1 heavy chain 1-like","GO:0000278; GO:0002177; GO:0003341; GO:0005524; GO:0005635; GO:0005737; GO:0005813; GO:0005868; GO:0005874; GO:0005881; GO:0005938; GO:0007018; GO:0007097; GO:0008090; GO:0008569; GO:0030175; GO:0030286; GO:0030424; GO:0031122; GO:0032388; GO:0033962; GO:0034063; GO:0043025; GO:0045503; GO:0045505; GO:0051293; GO:0051301; GO:0051959; GO:0060236; GO:0072382; GO:0090235; GO:0120162; GO:1904115; GO:1905832","cell division [GO:0051301]; cilium movement [GO:0003341]; cytoplasmic microtubule organization [GO:0031122]; cytoplasmic mRNA processing body assembly [GO:0033962]; establishment of spindle localization [GO:0051293]; microtubule-based movement [GO:0007018]; minus-end-directed vesicle transport along microtubule [GO:0072382]; mitotic cell cycle [GO:0000278]; nuclear migration [GO:0007097]; positive regulation of cold-induced thermogenesis [GO:0120162]; positive regulation of intracellular transport [GO:0032388]; positive regulation of spindle assembly [GO:1905832]; regulation of metaphase plate congression [GO:0090235]; regulation of mitotic spindle organization [GO:0060236]; retrograde axonal transport [GO:0008090]; stress granule assembly [GO:0034063]","axon [GO:0030424]; axon cytoplasm [GO:1904115]; cell cortex [GO:0005938]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytoplasmic dynein complex [GO:0005868]; cytoplasmic microtubule [GO:0005881]; dynein complex [GO:0030286]; filopodium [GO:0030175]; manchette [GO:0002177]; microtubule [GO:0005874]; neuronal cell body [GO:0043025]; nuclear envelope [GO:0005635]","ATP binding [GO:0005524]; ATP-dependent microtubule motor activity, minus-end-directed [GO:0008569]; dynein intermediate chain binding [GO:0045505]; dynein light chain binding [GO:0045503]; dynein light intermediate chain binding [GO:0051959]"
"774","NC_035783.1",25301968,25301968,-57.0774862721171,"+",1.16596800403767e-35,5.64850152282604e-33,0,"NC_035783.1",25285234,25321419,"111130343",25285234,25321419,"XM_022477302.1","Q9JHU4","DYHC1_MOUSE",0,"cytoplasmic dynein 1 heavy chain 1-like","GO:0000278; GO:0002177; GO:0003341; GO:0005524; GO:0005635; GO:0005737; GO:0005813; GO:0005868; GO:0005874; GO:0005881; GO:0005938; GO:0007018; GO:0007097; GO:0008090; GO:0008569; GO:0030175; GO:0030286; GO:0030424; GO:0031122; GO:0032388; GO:0033962; GO:0034063; GO:0043025; GO:0045503; GO:0045505; GO:0051293; GO:0051301; GO:0051959; GO:0060236; GO:0072382; GO:0090235; GO:0120162; GO:1904115; GO:1905832","cell division [GO:0051301]; cilium movement [GO:0003341]; cytoplasmic microtubule organization [GO:0031122]; cytoplasmic mRNA processing body assembly [GO:0033962]; establishment of spindle localization [GO:0051293]; microtubule-based movement [GO:0007018]; minus-end-directed vesicle transport along microtubule [GO:0072382]; mitotic cell cycle [GO:0000278]; nuclear migration [GO:0007097]; positive regulation of cold-induced thermogenesis [GO:0120162]; positive regulation of intracellular transport [GO:0032388]; positive regulation of spindle assembly [GO:1905832]; regulation of metaphase plate congression [GO:0090235]; regulation of mitotic spindle organization [GO:0060236]; retrograde axonal transport [GO:0008090]; stress granule assembly [GO:0034063]","axon [GO:0030424]; axon cytoplasm [GO:1904115]; cell cortex [GO:0005938]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytoplasmic dynein complex [GO:0005868]; cytoplasmic microtubule [GO:0005881]; dynein complex [GO:0030286]; filopodium [GO:0030175]; manchette [GO:0002177]; microtubule [GO:0005874]; neuronal cell body [GO:0043025]; nuclear envelope [GO:0005635]","ATP binding [GO:0005524]; ATP-dependent microtubule motor activity, minus-end-directed [GO:0008569]; dynein intermediate chain binding [GO:0045505]; dynein light chain binding [GO:0045503]; dynein light intermediate chain binding [GO:0051959]"
"775","NC_035783.1",25307879,25307879,-78.1472684085511,"+",1.33664330643121e-66,9.80822584057129e-63,0,"NC_035783.1",25285234,25321419,"111130343",25285234,25321419,"XM_022477298.1","Q9JHU4","DYHC1_MOUSE",0,"cytoplasmic dynein 1 heavy chain 1-like","GO:0000278; GO:0002177; GO:0003341; GO:0005524; GO:0005635; GO:0005737; GO:0005813; GO:0005868; GO:0005874; GO:0005881; GO:0005938; GO:0007018; GO:0007097; GO:0008090; GO:0008569; GO:0030175; GO:0030286; GO:0030424; GO:0031122; GO:0032388; GO:0033962; GO:0034063; GO:0043025; GO:0045503; GO:0045505; GO:0051293; GO:0051301; GO:0051959; GO:0060236; GO:0072382; GO:0090235; GO:0120162; GO:1904115; GO:1905832","cell division [GO:0051301]; cilium movement [GO:0003341]; cytoplasmic microtubule organization [GO:0031122]; cytoplasmic mRNA processing body assembly [GO:0033962]; establishment of spindle localization [GO:0051293]; microtubule-based movement [GO:0007018]; minus-end-directed vesicle transport along microtubule [GO:0072382]; mitotic cell cycle [GO:0000278]; nuclear migration [GO:0007097]; positive regulation of cold-induced thermogenesis [GO:0120162]; positive regulation of intracellular transport [GO:0032388]; positive regulation of spindle assembly [GO:1905832]; regulation of metaphase plate congression [GO:0090235]; regulation of mitotic spindle organization [GO:0060236]; retrograde axonal transport [GO:0008090]; stress granule assembly [GO:0034063]","axon [GO:0030424]; axon cytoplasm [GO:1904115]; cell cortex [GO:0005938]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytoplasmic dynein complex [GO:0005868]; cytoplasmic microtubule [GO:0005881]; dynein complex [GO:0030286]; filopodium [GO:0030175]; manchette [GO:0002177]; microtubule [GO:0005874]; neuronal cell body [GO:0043025]; nuclear envelope [GO:0005635]","ATP binding [GO:0005524]; ATP-dependent microtubule motor activity, minus-end-directed [GO:0008569]; dynein intermediate chain binding [GO:0045505]; dynein light chain binding [GO:0045503]; dynein light intermediate chain binding [GO:0051959]"
"776","NC_035783.1",25307879,25307879,-78.1472684085511,"+",1.33664330643121e-66,9.80822584057129e-63,0,"NC_035783.1",25285234,25321419,"111130343",25285234,25321419,"XM_022477300.1","Q9JHU4","DYHC1_MOUSE",0,"cytoplasmic dynein 1 heavy chain 1-like","GO:0000278; GO:0002177; GO:0003341; GO:0005524; GO:0005635; GO:0005737; GO:0005813; GO:0005868; GO:0005874; GO:0005881; GO:0005938; GO:0007018; GO:0007097; GO:0008090; GO:0008569; GO:0030175; GO:0030286; GO:0030424; GO:0031122; GO:0032388; GO:0033962; GO:0034063; GO:0043025; GO:0045503; GO:0045505; GO:0051293; GO:0051301; GO:0051959; GO:0060236; GO:0072382; GO:0090235; GO:0120162; GO:1904115; GO:1905832","cell division [GO:0051301]; cilium movement [GO:0003341]; cytoplasmic microtubule organization [GO:0031122]; cytoplasmic mRNA processing body assembly [GO:0033962]; establishment of spindle localization [GO:0051293]; microtubule-based movement [GO:0007018]; minus-end-directed vesicle transport along microtubule [GO:0072382]; mitotic cell cycle [GO:0000278]; nuclear migration [GO:0007097]; positive regulation of cold-induced thermogenesis [GO:0120162]; positive regulation of intracellular transport [GO:0032388]; positive regulation of spindle assembly [GO:1905832]; regulation of metaphase plate congression [GO:0090235]; regulation of mitotic spindle organization [GO:0060236]; retrograde axonal transport [GO:0008090]; stress granule assembly [GO:0034063]","axon [GO:0030424]; axon cytoplasm [GO:1904115]; cell cortex [GO:0005938]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytoplasmic dynein complex [GO:0005868]; cytoplasmic microtubule [GO:0005881]; dynein complex [GO:0030286]; filopodium [GO:0030175]; manchette [GO:0002177]; microtubule [GO:0005874]; neuronal cell body [GO:0043025]; nuclear envelope [GO:0005635]","ATP binding [GO:0005524]; ATP-dependent microtubule motor activity, minus-end-directed [GO:0008569]; dynein intermediate chain binding [GO:0045505]; dynein light chain binding [GO:0045503]; dynein light intermediate chain binding [GO:0051959]"
"777","NC_035783.1",25307879,25307879,-78.1472684085511,"+",1.33664330643121e-66,9.80822584057129e-63,0,"NC_035783.1",25285234,25321419,"111130343",25285234,25321419,"XM_022477301.1","Q9JHU4","DYHC1_MOUSE",0,"cytoplasmic dynein 1 heavy chain 1-like","GO:0000278; GO:0002177; GO:0003341; GO:0005524; GO:0005635; GO:0005737; GO:0005813; GO:0005868; GO:0005874; GO:0005881; GO:0005938; GO:0007018; GO:0007097; GO:0008090; GO:0008569; GO:0030175; GO:0030286; GO:0030424; GO:0031122; GO:0032388; GO:0033962; GO:0034063; GO:0043025; GO:0045503; GO:0045505; GO:0051293; GO:0051301; GO:0051959; GO:0060236; GO:0072382; GO:0090235; GO:0120162; GO:1904115; GO:1905832","cell division [GO:0051301]; cilium movement [GO:0003341]; cytoplasmic microtubule organization [GO:0031122]; cytoplasmic mRNA processing body assembly [GO:0033962]; establishment of spindle localization [GO:0051293]; microtubule-based movement [GO:0007018]; minus-end-directed vesicle transport along microtubule [GO:0072382]; mitotic cell cycle [GO:0000278]; nuclear migration [GO:0007097]; positive regulation of cold-induced thermogenesis [GO:0120162]; positive regulation of intracellular transport [GO:0032388]; positive regulation of spindle assembly [GO:1905832]; regulation of metaphase plate congression [GO:0090235]; regulation of mitotic spindle organization [GO:0060236]; retrograde axonal transport [GO:0008090]; stress granule assembly [GO:0034063]","axon [GO:0030424]; axon cytoplasm [GO:1904115]; cell cortex [GO:0005938]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytoplasmic dynein complex [GO:0005868]; cytoplasmic microtubule [GO:0005881]; dynein complex [GO:0030286]; filopodium [GO:0030175]; manchette [GO:0002177]; microtubule [GO:0005874]; neuronal cell body [GO:0043025]; nuclear envelope [GO:0005635]","ATP binding [GO:0005524]; ATP-dependent microtubule motor activity, minus-end-directed [GO:0008569]; dynein intermediate chain binding [GO:0045505]; dynein light chain binding [GO:0045503]; dynein light intermediate chain binding [GO:0051959]"
"778","NC_035783.1",25307879,25307879,-78.1472684085511,"+",1.33664330643121e-66,9.80822584057129e-63,0,"NC_035783.1",25285234,25321419,"111130343",25285234,25321419,"XM_022477302.1","Q9JHU4","DYHC1_MOUSE",0,"cytoplasmic dynein 1 heavy chain 1-like","GO:0000278; GO:0002177; GO:0003341; GO:0005524; GO:0005635; GO:0005737; GO:0005813; GO:0005868; GO:0005874; GO:0005881; GO:0005938; GO:0007018; GO:0007097; GO:0008090; GO:0008569; GO:0030175; GO:0030286; GO:0030424; GO:0031122; GO:0032388; GO:0033962; GO:0034063; GO:0043025; GO:0045503; GO:0045505; GO:0051293; GO:0051301; GO:0051959; GO:0060236; GO:0072382; GO:0090235; GO:0120162; GO:1904115; GO:1905832","cell division [GO:0051301]; cilium movement [GO:0003341]; cytoplasmic microtubule organization [GO:0031122]; cytoplasmic mRNA processing body assembly [GO:0033962]; establishment of spindle localization [GO:0051293]; microtubule-based movement [GO:0007018]; minus-end-directed vesicle transport along microtubule [GO:0072382]; mitotic cell cycle [GO:0000278]; nuclear migration [GO:0007097]; positive regulation of cold-induced thermogenesis [GO:0120162]; positive regulation of intracellular transport [GO:0032388]; positive regulation of spindle assembly [GO:1905832]; regulation of metaphase plate congression [GO:0090235]; regulation of mitotic spindle organization [GO:0060236]; retrograde axonal transport [GO:0008090]; stress granule assembly [GO:0034063]","axon [GO:0030424]; axon cytoplasm [GO:1904115]; cell cortex [GO:0005938]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytoplasmic dynein complex [GO:0005868]; cytoplasmic microtubule [GO:0005881]; dynein complex [GO:0030286]; filopodium [GO:0030175]; manchette [GO:0002177]; microtubule [GO:0005874]; neuronal cell body [GO:0043025]; nuclear envelope [GO:0005635]","ATP binding [GO:0005524]; ATP-dependent microtubule motor activity, minus-end-directed [GO:0008569]; dynein intermediate chain binding [GO:0045505]; dynein light chain binding [GO:0045503]; dynein light intermediate chain binding [GO:0051959]"
"779","NC_035783.1",25307895,25307895,-50.6085359424513,"+",7.89208527424e-65,4.92249885947864e-61,0,"NC_035783.1",25285234,25321419,"111130343",25285234,25321419,"XM_022477299.1","Q9JHU4","DYHC1_MOUSE",0,"cytoplasmic dynein 1 heavy chain 1-like","GO:0000278; GO:0002177; GO:0003341; GO:0005524; GO:0005635; GO:0005737; GO:0005813; GO:0005868; GO:0005874; GO:0005881; GO:0005938; GO:0007018; GO:0007097; GO:0008090; GO:0008569; GO:0030175; GO:0030286; GO:0030424; GO:0031122; GO:0032388; GO:0033962; GO:0034063; GO:0043025; GO:0045503; GO:0045505; GO:0051293; GO:0051301; GO:0051959; GO:0060236; GO:0072382; GO:0090235; GO:0120162; GO:1904115; GO:1905832","cell division [GO:0051301]; cilium movement [GO:0003341]; cytoplasmic microtubule organization [GO:0031122]; cytoplasmic mRNA processing body assembly [GO:0033962]; establishment of spindle localization [GO:0051293]; microtubule-based movement [GO:0007018]; minus-end-directed vesicle transport along microtubule [GO:0072382]; mitotic cell cycle [GO:0000278]; nuclear migration [GO:0007097]; positive regulation of cold-induced thermogenesis [GO:0120162]; positive regulation of intracellular transport [GO:0032388]; positive regulation of spindle assembly [GO:1905832]; regulation of metaphase plate congression [GO:0090235]; regulation of mitotic spindle organization [GO:0060236]; retrograde axonal transport [GO:0008090]; stress granule assembly [GO:0034063]","axon [GO:0030424]; axon cytoplasm [GO:1904115]; cell cortex [GO:0005938]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytoplasmic dynein complex [GO:0005868]; cytoplasmic microtubule [GO:0005881]; dynein complex [GO:0030286]; filopodium [GO:0030175]; manchette [GO:0002177]; microtubule [GO:0005874]; neuronal cell body [GO:0043025]; nuclear envelope [GO:0005635]","ATP binding [GO:0005524]; ATP-dependent microtubule motor activity, minus-end-directed [GO:0008569]; dynein intermediate chain binding [GO:0045505]; dynein light chain binding [GO:0045503]; dynein light intermediate chain binding [GO:0051959]"
"780","NC_035783.1",25307895,25307895,-50.6085359424513,"+",7.89208527424e-65,4.92249885947864e-61,0,"NC_035783.1",25285234,25321419,"111130343",25285234,25321419,"XM_022477298.1","Q9JHU4","DYHC1_MOUSE",0,"cytoplasmic dynein 1 heavy chain 1-like","GO:0000278; GO:0002177; GO:0003341; GO:0005524; GO:0005635; GO:0005737; GO:0005813; GO:0005868; GO:0005874; GO:0005881; GO:0005938; GO:0007018; GO:0007097; GO:0008090; GO:0008569; GO:0030175; GO:0030286; GO:0030424; GO:0031122; GO:0032388; GO:0033962; GO:0034063; GO:0043025; GO:0045503; GO:0045505; GO:0051293; GO:0051301; GO:0051959; GO:0060236; GO:0072382; GO:0090235; GO:0120162; GO:1904115; GO:1905832","cell division [GO:0051301]; cilium movement [GO:0003341]; cytoplasmic microtubule organization [GO:0031122]; cytoplasmic mRNA processing body assembly [GO:0033962]; establishment of spindle localization [GO:0051293]; microtubule-based movement [GO:0007018]; minus-end-directed vesicle transport along microtubule [GO:0072382]; mitotic cell cycle [GO:0000278]; nuclear migration [GO:0007097]; positive regulation of cold-induced thermogenesis [GO:0120162]; positive regulation of intracellular transport [GO:0032388]; positive regulation of spindle assembly [GO:1905832]; regulation of metaphase plate congression [GO:0090235]; regulation of mitotic spindle organization [GO:0060236]; retrograde axonal transport [GO:0008090]; stress granule assembly [GO:0034063]","axon [GO:0030424]; axon cytoplasm [GO:1904115]; cell cortex [GO:0005938]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytoplasmic dynein complex [GO:0005868]; cytoplasmic microtubule [GO:0005881]; dynein complex [GO:0030286]; filopodium [GO:0030175]; manchette [GO:0002177]; microtubule [GO:0005874]; neuronal cell body [GO:0043025]; nuclear envelope [GO:0005635]","ATP binding [GO:0005524]; ATP-dependent microtubule motor activity, minus-end-directed [GO:0008569]; dynein intermediate chain binding [GO:0045505]; dynein light chain binding [GO:0045503]; dynein light intermediate chain binding [GO:0051959]"
"781","NC_035783.1",25301968,25301968,-57.0774862721171,"+",1.16596800403767e-35,5.64850152282604e-33,0,"NC_035783.1",25285234,25321419,"111130343",25285234,25321419,"XM_022477300.1","Q9JHU4","DYHC1_MOUSE",0,"cytoplasmic dynein 1 heavy chain 1-like","GO:0000278; GO:0002177; GO:0003341; GO:0005524; GO:0005635; GO:0005737; GO:0005813; GO:0005868; GO:0005874; GO:0005881; GO:0005938; GO:0007018; GO:0007097; GO:0008090; GO:0008569; GO:0030175; GO:0030286; GO:0030424; GO:0031122; GO:0032388; GO:0033962; GO:0034063; GO:0043025; GO:0045503; GO:0045505; GO:0051293; GO:0051301; GO:0051959; GO:0060236; GO:0072382; GO:0090235; GO:0120162; GO:1904115; GO:1905832","cell division [GO:0051301]; cilium movement [GO:0003341]; cytoplasmic microtubule organization [GO:0031122]; cytoplasmic mRNA processing body assembly [GO:0033962]; establishment of spindle localization [GO:0051293]; microtubule-based movement [GO:0007018]; minus-end-directed vesicle transport along microtubule [GO:0072382]; mitotic cell cycle [GO:0000278]; nuclear migration [GO:0007097]; positive regulation of cold-induced thermogenesis [GO:0120162]; positive regulation of intracellular transport [GO:0032388]; positive regulation of spindle assembly [GO:1905832]; regulation of metaphase plate congression [GO:0090235]; regulation of mitotic spindle organization [GO:0060236]; retrograde axonal transport [GO:0008090]; stress granule assembly [GO:0034063]","axon [GO:0030424]; axon cytoplasm [GO:1904115]; cell cortex [GO:0005938]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytoplasmic dynein complex [GO:0005868]; cytoplasmic microtubule [GO:0005881]; dynein complex [GO:0030286]; filopodium [GO:0030175]; manchette [GO:0002177]; microtubule [GO:0005874]; neuronal cell body [GO:0043025]; nuclear envelope [GO:0005635]","ATP binding [GO:0005524]; ATP-dependent microtubule motor activity, minus-end-directed [GO:0008569]; dynein intermediate chain binding [GO:0045505]; dynein light chain binding [GO:0045503]; dynein light intermediate chain binding [GO:0051959]"
"782","NC_035783.1",25307895,25307895,-50.6085359424513,"+",7.89208527424e-65,4.92249885947864e-61,0,"NC_035783.1",25285234,25321419,"111130343",25285234,25321419,"XM_022477301.1","Q9JHU4","DYHC1_MOUSE",0,"cytoplasmic dynein 1 heavy chain 1-like","GO:0000278; GO:0002177; GO:0003341; GO:0005524; GO:0005635; GO:0005737; GO:0005813; GO:0005868; GO:0005874; GO:0005881; GO:0005938; GO:0007018; GO:0007097; GO:0008090; GO:0008569; GO:0030175; GO:0030286; GO:0030424; GO:0031122; GO:0032388; GO:0033962; GO:0034063; GO:0043025; GO:0045503; GO:0045505; GO:0051293; GO:0051301; GO:0051959; GO:0060236; GO:0072382; GO:0090235; GO:0120162; GO:1904115; GO:1905832","cell division [GO:0051301]; cilium movement [GO:0003341]; cytoplasmic microtubule organization [GO:0031122]; cytoplasmic mRNA processing body assembly [GO:0033962]; establishment of spindle localization [GO:0051293]; microtubule-based movement [GO:0007018]; minus-end-directed vesicle transport along microtubule [GO:0072382]; mitotic cell cycle [GO:0000278]; nuclear migration [GO:0007097]; positive regulation of cold-induced thermogenesis [GO:0120162]; positive regulation of intracellular transport [GO:0032388]; positive regulation of spindle assembly [GO:1905832]; regulation of metaphase plate congression [GO:0090235]; regulation of mitotic spindle organization [GO:0060236]; retrograde axonal transport [GO:0008090]; stress granule assembly [GO:0034063]","axon [GO:0030424]; axon cytoplasm [GO:1904115]; cell cortex [GO:0005938]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytoplasmic dynein complex [GO:0005868]; cytoplasmic microtubule [GO:0005881]; dynein complex [GO:0030286]; filopodium [GO:0030175]; manchette [GO:0002177]; microtubule [GO:0005874]; neuronal cell body [GO:0043025]; nuclear envelope [GO:0005635]","ATP binding [GO:0005524]; ATP-dependent microtubule motor activity, minus-end-directed [GO:0008569]; dynein intermediate chain binding [GO:0045505]; dynein light chain binding [GO:0045503]; dynein light intermediate chain binding [GO:0051959]"
