"","chr","start","end","meth.diff","strand","pvalue","qvalue","exon-start","exon-end","gene-start","gene-end","geneID","mRNA-start","mRNA-end","Genbank","Uniprot-ID","Uniprot-Accession","evalue","Product","GO-ID","GO-BP","GO-CC","GO-MF"
"11","NC_035780.1",4286287,4286287,67.4630816383394,"+",7.52375071158354e-42,6.25701201644084e-39,4286174,4286407,4282771,4298209,"111127966",4282771,4298209,"XM_022473296.1","Q5T5Y3","CAMP1_HUMAN",1e-79,"calmodulin-regulated spectrin-associated protein 1-like","GO:0000226; GO:0005516; GO:0005737; GO:0005874; GO:0007010; GO:0007026; GO:0008017; GO:0022604; GO:0030507; GO:0031113; GO:0031122; GO:0031175; GO:0051011","cytoplasmic microtubule organization [GO:0031122]; cytoskeleton organization [GO:0007010]; microtubule cytoskeleton organization [GO:0000226]; negative regulation of microtubule depolymerization [GO:0007026]; neuron projection development [GO:0031175]; regulation of cell morphogenesis [GO:0022604]; regulation of microtubule polymerization [GO:0031113]","cytoplasm [GO:0005737]; microtubule [GO:0005874]","calmodulin binding [GO:0005516]; microtubule binding [GO:0008017]; microtubule minus-end binding [GO:0051011]; spectrin binding [GO:0030507]"
"13","NC_035780.1",4286287,4286287,67.4630816383394,"+",7.52375071158354e-42,6.25701201644084e-39,4286174,4286407,4282771,4298209,"111127966",4282771,4298209,"XM_022473296.1","Q5T5Y3","CAMP1_HUMAN",2e-37,"calmodulin-regulated spectrin-associated protein 1-like","GO:0000226; GO:0005516; GO:0005737; GO:0005874; GO:0007010; GO:0007026; GO:0008017; GO:0022604; GO:0030507; GO:0031113; GO:0031122; GO:0031175; GO:0051011","cytoplasmic microtubule organization [GO:0031122]; cytoskeleton organization [GO:0007010]; microtubule cytoskeleton organization [GO:0000226]; negative regulation of microtubule depolymerization [GO:0007026]; neuron projection development [GO:0031175]; regulation of cell morphogenesis [GO:0022604]; regulation of microtubule polymerization [GO:0031113]","cytoplasm [GO:0005737]; microtubule [GO:0005874]","calmodulin binding [GO:0005516]; microtubule binding [GO:0008017]; microtubule minus-end binding [GO:0051011]; spectrin binding [GO:0030507]"
"14","NC_035780.1",4286803,4286803,-62.0490797546012,"+",3.85745583569328e-16,2.04200767030581e-14,4286783,4286927,4282771,4298209,"111127966",4282771,4298209,"XM_022473296.1","Q5T5Y3","CAMP1_HUMAN",2e-37,"calmodulin-regulated spectrin-associated protein 1-like","GO:0000226; GO:0005516; GO:0005737; GO:0005874; GO:0007010; GO:0007026; GO:0008017; GO:0022604; GO:0030507; GO:0031113; GO:0031122; GO:0031175; GO:0051011","cytoplasmic microtubule organization [GO:0031122]; cytoskeleton organization [GO:0007010]; microtubule cytoskeleton organization [GO:0000226]; negative regulation of microtubule depolymerization [GO:0007026]; neuron projection development [GO:0031175]; regulation of cell morphogenesis [GO:0022604]; regulation of microtubule polymerization [GO:0031113]","cytoplasm [GO:0005737]; microtubule [GO:0005874]","calmodulin binding [GO:0005516]; microtubule binding [GO:0008017]; microtubule minus-end binding [GO:0051011]; spectrin binding [GO:0030507]"
"15","NC_035780.1",4286803,4286803,-62.0490797546012,"+",3.85745583569328e-16,2.04200767030581e-14,4286783,4286927,4282771,4298209,"111127966",4282771,4298209,"XM_022473296.1","Q5T5Y3","CAMP1_HUMAN",1e-79,"calmodulin-regulated spectrin-associated protein 1-like","GO:0000226; GO:0005516; GO:0005737; GO:0005874; GO:0007010; GO:0007026; GO:0008017; GO:0022604; GO:0030507; GO:0031113; GO:0031122; GO:0031175; GO:0051011","cytoplasmic microtubule organization [GO:0031122]; cytoskeleton organization [GO:0007010]; microtubule cytoskeleton organization [GO:0000226]; negative regulation of microtubule depolymerization [GO:0007026]; neuron projection development [GO:0031175]; regulation of cell morphogenesis [GO:0022604]; regulation of microtubule polymerization [GO:0031113]","cytoplasm [GO:0005737]; microtubule [GO:0005874]","calmodulin binding [GO:0005516]; microtubule binding [GO:0008017]; microtubule minus-end binding [GO:0051011]; spectrin binding [GO:0030507]"
"18","NC_035780.1",4289629,4289629,-52.2097927746195,"+",2.28939540201561e-25,3.75530692871214e-23,4288592,4290756,4282771,4298209,"111127966",4282771,4298209,"XM_022473296.1","Q5T5Y3","CAMP1_HUMAN",1e-79,"calmodulin-regulated spectrin-associated protein 1-like","GO:0000226; GO:0005516; GO:0005737; GO:0005874; GO:0007010; GO:0007026; GO:0008017; GO:0022604; GO:0030507; GO:0031113; GO:0031122; GO:0031175; GO:0051011","cytoplasmic microtubule organization [GO:0031122]; cytoskeleton organization [GO:0007010]; microtubule cytoskeleton organization [GO:0000226]; negative regulation of microtubule depolymerization [GO:0007026]; neuron projection development [GO:0031175]; regulation of cell morphogenesis [GO:0022604]; regulation of microtubule polymerization [GO:0031113]","cytoplasm [GO:0005737]; microtubule [GO:0005874]","calmodulin binding [GO:0005516]; microtubule binding [GO:0008017]; microtubule minus-end binding [GO:0051011]; spectrin binding [GO:0030507]"
"19","NC_035780.1",4289629,4289629,-52.2097927746195,"+",2.28939540201561e-25,3.75530692871214e-23,4288592,4290756,4282771,4298209,"111127966",4282771,4298209,"XM_022473296.1","Q5T5Y3","CAMP1_HUMAN",2e-37,"calmodulin-regulated spectrin-associated protein 1-like","GO:0000226; GO:0005516; GO:0005737; GO:0005874; GO:0007010; GO:0007026; GO:0008017; GO:0022604; GO:0030507; GO:0031113; GO:0031122; GO:0031175; GO:0051011","cytoplasmic microtubule organization [GO:0031122]; cytoskeleton organization [GO:0007010]; microtubule cytoskeleton organization [GO:0000226]; negative regulation of microtubule depolymerization [GO:0007026]; neuron projection development [GO:0031175]; regulation of cell morphogenesis [GO:0022604]; regulation of microtubule polymerization [GO:0031113]","cytoplasm [GO:0005737]; microtubule [GO:0005874]","calmodulin binding [GO:0005516]; microtubule binding [GO:0008017]; microtubule minus-end binding [GO:0051011]; spectrin binding [GO:0030507]"
"20","NC_035780.1",8693288,8693288,-52.283522104494,"+",8.98883317830873e-22,9.75904099872946e-20,8692509,8693320,8692509,8698183,"111137060",8692509,8698183,"XM_022488304.1","Q6TGY8","EMC2_DANRE",2e-88,"ER membrane protein complex subunit 2-like","GO:0005634; GO:0005737; GO:0005783; GO:0034975; GO:0072546","protein folding in endoplasmic reticulum [GO:0034975]","cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; ER membrane protein complex [GO:0072546]; nucleus [GO:0005634]",""
"21","NC_035780.1",9110275,9110275,-63.6439567402543,"+",1.04638360867521e-52,2.15754272156723e-49,9109982,9111843,9103662,9111843,"111101089",9103662,9111843,"XM_022433383.1","O94889","KLH18_HUMAN",0,"kelch-like protein 18",NA,NA,NA,NA
"22","NC_035780.1",12631454,12631454,60.2577873254565,"+",7.95429303615801e-18,5.30762177974547e-16,12630576,12631487,12630576,12697104,"111124937",12630576,12664103,"XM_022468274.1","Q60519","SEM5B_MOUSE",0,"semaphorin-5B-like",NA,NA,NA,NA
"23","NC_035780.1",12631454,12631454,60.2577873254565,"+",7.95429303615801e-18,5.30762177974547e-16,12630576,12631487,12630576,12697104,"111124937",12630576,12668032,"XM_022468284.1","Q60519","SEM5B_MOUSE",0,"semaphorin-5B-like",NA,NA,NA,NA
"24","NC_035780.1",12631454,12631454,60.2577873254565,"+",7.95429303615801e-18,5.30762177974547e-16,12630576,12631487,12630576,12697104,"111124937",12630577,12697104,"XM_022468254.1","Q60519","SEM5B_MOUSE",0,"semaphorin-5B-like",NA,NA,NA,NA
"25","NC_035780.1",12631454,12631454,60.2577873254565,"+",7.95429303615801e-18,5.30762177974547e-16,12630576,12631487,12630576,12697104,"111124937",12630577,12697104,"XM_022468264.1","Q60519","SEM5B_MOUSE",0,"semaphorin-5B-like",NA,NA,NA,NA
"26","NC_035780.1",12631454,12631454,60.2577873254565,"+",7.95429303615801e-18,5.30762177974547e-16,12630577,12631487,12630576,12697104,"111124937",12630576,12664103,"XM_022468274.1","Q60519","SEM5B_MOUSE",0,"semaphorin-5B-like",NA,NA,NA,NA
"27","NC_035780.1",12631454,12631454,60.2577873254565,"+",7.95429303615801e-18,5.30762177974547e-16,12630577,12631487,12630576,12697104,"111124937",12630576,12668032,"XM_022468284.1","Q60519","SEM5B_MOUSE",0,"semaphorin-5B-like",NA,NA,NA,NA
"28","NC_035780.1",12631454,12631454,60.2577873254565,"+",7.95429303615801e-18,5.30762177974547e-16,12630577,12631487,12630576,12697104,"111124937",12630577,12697104,"XM_022468254.1","Q60519","SEM5B_MOUSE",0,"semaphorin-5B-like",NA,NA,NA,NA
"29","NC_035780.1",12631454,12631454,60.2577873254565,"+",7.95429303615801e-18,5.30762177974547e-16,12630577,12631487,12630576,12697104,"111124937",12630577,12697104,"XM_022468264.1","Q60519","SEM5B_MOUSE",0,"semaphorin-5B-like",NA,NA,NA,NA
"30","NC_035780.1",15412265,15412265,50.931430328499,"+",3.76664422077054e-36,1.89464029942841e-33,15412219,15412410,15350536,15428837,"111099722",15350536,15428837,"XM_022431137.1","B3EWZ5","MLRP1_ACRMI",5e-74,"MAM and LDL-receptor class A domain-containing protein 1-like",NA,NA,NA,NA
"31","NC_035780.1",15412265,15412265,50.931430328499,"+",3.76664422077054e-36,1.89464029942841e-33,15412219,15412410,15350536,15428837,"111099722",15350536,15428837,"XM_022431146.1","B3EWZ5","MLRP1_ACRMI",1e-88,"MAM and LDL-receptor class A domain-containing protein 1-like",NA,NA,NA,NA
"33","NC_035780.1",15412265,15412265,50.931430328499,"+",3.76664422077054e-36,1.89464029942841e-33,15412219,15412410,15350536,15428837,"111099722",15350536,15428837,"XM_022431146.1","B3EWZ5","MLRP1_ACRMI",1e-56,"MAM and LDL-receptor class A domain-containing protein 1-like",NA,NA,NA,NA
"34","NC_035780.1",15412265,15412265,50.931430328499,"+",3.76664422077054e-36,1.89464029942841e-33,15412219,15412410,15350536,15428837,"111099722",15350536,15428837,"XM_022431146.1","B3EWZ5","MLRP1_ACRMI",2e-61,"MAM and LDL-receptor class A domain-containing protein 1-like",NA,NA,NA,NA
"35","NC_035780.1",15412265,15412265,50.931430328499,"+",3.76664422077054e-36,1.89464029942841e-33,15412219,15412410,15350536,15428837,"111099722",15350536,15428837,"XM_022431146.1","B3EWZ5","MLRP1_ACRMI",2e-125,"MAM and LDL-receptor class A domain-containing protein 1-like",NA,NA,NA,NA
"36","NC_035780.1",15412265,15412265,50.931430328499,"+",3.76664422077054e-36,1.89464029942841e-33,15412219,15412410,15350536,15428837,"111099722",15350536,15428837,"XM_022431137.1","B3EWZ5","MLRP1_ACRMI",7e-76,"MAM and LDL-receptor class A domain-containing protein 1-like",NA,NA,NA,NA
"37","NC_035780.1",15412265,15412265,50.931430328499,"+",3.76664422077054e-36,1.89464029942841e-33,15412219,15412410,15350536,15428837,"111099722",15350536,15428837,"XM_022431137.1","B3EWZ5","MLRP1_ACRMI",4e-21,"MAM and LDL-receptor class A domain-containing protein 1-like",NA,NA,NA,NA
"38","NC_035780.1",15412265,15412265,50.931430328499,"+",3.76664422077054e-36,1.89464029942841e-33,15412219,15412410,15350536,15428837,"111099722",15350536,15428837,"XM_022431137.1","B3EWZ5","MLRP1_ACRMI",5e-16,"MAM and LDL-receptor class A domain-containing protein 1-like",NA,NA,NA,NA
"39","NC_035780.1",15412265,15412265,50.931430328499,"+",3.76664422077054e-36,1.89464029942841e-33,15412219,15412410,15350536,15428837,"111099722",15350536,15428837,"XM_022431146.1","B3EWZ5","MLRP1_ACRMI",2e-147,"MAM and LDL-receptor class A domain-containing protein 1-like",NA,NA,NA,NA
"40","NC_035780.1",15412265,15412265,50.931430328499,"+",3.76664422077054e-36,1.89464029942841e-33,15412219,15412410,15350536,15428837,"111099722",15350536,15428837,"XM_022431137.1","B3EWZ5","MLRP1_ACRMI",1e-56,"MAM and LDL-receptor class A domain-containing protein 1-like",NA,NA,NA,NA
"41","NC_035780.1",15412265,15412265,50.931430328499,"+",3.76664422077054e-36,1.89464029942841e-33,15412219,15412410,15350536,15428837,"111099722",15350536,15428837,"XM_022431146.1","B3EWZ5","MLRP1_ACRMI",7e-174,"MAM and LDL-receptor class A domain-containing protein 1-like",NA,NA,NA,NA
"42","NC_035780.1",15412265,15412265,50.931430328499,"+",3.76664422077054e-36,1.89464029942841e-33,15412219,15412410,15350536,15428837,"111099722",15350536,15428837,"XM_022431137.1","B3EWZ5","MLRP1_ACRMI",3e-85,"MAM and LDL-receptor class A domain-containing protein 1-like",NA,NA,NA,NA
